feature_set,feature_access,temperature,validation_f1_threshold,n_train,n_validation,n_test,scope,chromosome,n,positive_fraction,threshold,auroc,auprc,accuracy,precision,recall,f1,nll,brier,ece,task,subtask,fold,seed,closure,context,balanced_accuracy,n_val,positive_prevalence,normalized_ap
coordinate,"reference coordinate, node length, and constant orientation",4.098075318287912,0.4928760474990917,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4928760474990917,0.5290159037988694,0.0753038172327253,0.2498954883107695,0.0660642325070216,0.8094763092269327,0.1221586632545536,0.6919642559711242,0.2494080148329356,0.4349223497722498,p0,ctcf,fold_a,20260806,1hop,1hop,0.5104029421839325,30176,0.0644756728944914,0.0115744123637446
sequence_kmer,mono/di/tri-nucleotide composition; no graph adjacency,1.460724393628429,0.4895808725490562,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4895808725490562,0.507566168107848,0.0691061346657348,0.4488214297199087,0.0638077122600726,0.5521197007481297,0.1143949571148083,0.690704988824968,0.2486292501838114,0.4327412825154675,p0,ctcf,fold_a,20260806,1hop,1hop,0.4969109434580742,30176,0.0644756728944914,0.004949589911328
frozen_sequence_fm,S-FM: frozen pretrained sequence-model embedding only; no graph adjacency,2.182229928451578,0.4890278664095784,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4890278664095784,0.5277979686422607,0.0751678357169046,0.4939061645817924,0.0681174916661425,0.5401496259351621,0.1209785522788203,0.6819527013569716,0.2443433005063496,0.4263129407182556,p0,ctcf,fold_a,20260806,1hop,1hop,0.515434361984493,30176,0.0644756728944914,0.0114290590983289
frozen_pangenomefm,frozen topology-pretrained node embedding; current encoder has no nucleotide input,1.1122374193852456,0.4808308515033465,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4808308515033465,0.5236060217255568,0.0722436362857841,0.4316171978004309,0.0677002869123813,0.6119700748129676,0.1219136569129117,0.6870063339337937,0.2468094593629913,0.4302572874237236,p0,ctcf,fold_a,20260806,1hop,1hop,0.5155787401426312,30176,0.0644756728944914,0.0083033259170572
coordinate_plus_frozen_sequence_fm,C+S-FM: coordinate and frozen sequence-model embedding,2.155337256285684,0.4965512781464161,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4965512781464161,0.5297564644006648,0.0755748771461717,0.5480914557674373,0.0696528075439348,0.486284289276808,0.1218521527213647,0.6814481139034769,0.2440986327510654,0.4259690604931205,p0,ctcf,fold_a,20260806,1hop,1hop,0.5193177255541197,30176,0.0644756728944914,0.0118641535341159
coordinate_plus_frozen_pangenomefm,C+T: coordinate and frozen topology embedding; no nucleotide input,1.0051811768021215,0.4755031745742196,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4755031745742196,0.5255762354048881,0.072523647383027,0.4125799916390648,0.0678677721088435,0.6369077306733167,0.1226646174535324,0.6861508361825563,0.246336553018282,0.4292739656104937,p0,ctcf,fold_a,20260806,1hop,1hop,0.5170136068463518,30176,0.0644756728944914,0.0086026351804617
coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,"C+S-FM+T: coordinate, frozen sequence-model, and topology embeddings",1.82650471361598,0.4773591004988518,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4773591004988518,0.5293657270271317,0.0763576643696993,0.4451876386789722,0.0676533968470001,0.5950124688279301,0.121492947706095,0.679089884890874,0.2428898317916618,0.4230352639045899,p0,ctcf,fold_a,20260806,1hop,1hop,0.5149371432548835,30176,0.0644756728944914,0.0127008898977224
coordinate,"reference coordinate, node length, and constant orientation",4.098075318287912,0.4928760474990917,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4928760474990917,0.5290159037988694,0.0753038172327253,0.2498954883107695,0.0660642325070216,0.8094763092269327,0.1221586632545536,0.6919642559711242,0.2494080148329356,0.4349223497722498,p0,ctcf,fold_a,20260806,strict,strict,0.5104029421839325,30176,0.0644756728944914,0.0115744123637446
sequence_kmer,mono/di/tri-nucleotide composition; no graph adjacency,1.460724393628429,0.4895808725490562,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4895808725490562,0.507566168107848,0.0691061346657348,0.4488214297199087,0.0638077122600726,0.5521197007481297,0.1143949571148083,0.690704988824968,0.2486292501838114,0.4327412825154675,p0,ctcf,fold_a,20260806,strict,strict,0.4969109434580742,30176,0.0644756728944914,0.004949589911328
frozen_sequence_fm,S-FM: frozen pretrained sequence-model embedding only; no graph adjacency,2.182229928451578,0.4890278664095784,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4890278664095784,0.5277979686422607,0.0751678357169046,0.4939061645817924,0.0681174916661425,0.5401496259351621,0.1209785522788203,0.6819527013569716,0.2443433005063496,0.4263129407182556,p0,ctcf,fold_a,20260806,strict,strict,0.515434361984493,30176,0.0644756728944914,0.0114290590983289
frozen_pangenomefm,frozen topology-pretrained node embedding; current encoder has no nucleotide input,1.5662307673615925,0.4764752282271199,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4764752282271199,0.5189124415004013,0.0736438720854985,0.2894491430041483,0.0662752040067354,0.7655860349127181,0.1219899864897083,0.6860807950934006,0.2464099542846602,0.4307752350188853,p0,ctcf,fold_a,20260806,strict,strict,0.5111100805664924,30176,0.0644756728944914,0.0098000649746579
coordinate_plus_frozen_sequence_fm,C+S-FM: coordinate and frozen sequence-model embedding,2.155337256285684,0.4965512781464161,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4965512781464161,0.5297564644006648,0.0755748771461717,0.5480914557674373,0.0696528075439348,0.486284289276808,0.1218521527213647,0.6814481139034769,0.2440986327510654,0.4259690604931205,p0,ctcf,fold_a,20260806,strict,strict,0.5193177255541197,30176,0.0644756728944914,0.0118641535341159
coordinate_plus_frozen_pangenomefm,C+T: coordinate and frozen topology embedding; no nucleotide input,1.6216152830288435,0.4667767515557285,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4667767515557285,0.522658644533997,0.0743401429796643,0.1800816799048139,0.0656386361955476,0.885286783042394,0.122215719351396,0.6864325575925194,0.2465871757866218,0.4310424361860179,p0,ctcf,fold_a,20260806,strict,strict,0.5083831137816123,30176,0.0644756728944914,0.010544322364864
coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,"C+S-FM+T: coordinate, frozen sequence-model, and topology embeddings",1.938670399822583,0.4907033508428198,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4907033508428198,0.5280619518850338,0.0757938373892993,0.5310158536193202,0.0685326198806338,0.4982543640897756,0.120492099867326,0.678150434240522,0.2424404317341887,0.4229467312925292,p0,ctcf,fold_a,20260806,strict,strict,0.5157640581620334,30176,0.0644756728944914,0.0120982043618534
coordinate,"reference coordinate, node length, and constant orientation",4.098075318287912,0.4928760474990917,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4928760474990917,0.5290159037988694,0.0753038172327253,0.2498954883107695,0.0660642325070216,0.8094763092269327,0.1221586632545536,0.6919642559711242,0.2494080148329356,0.4349223497722498,p0,ctcf,fold_a,314159,1hop,1hop,0.5104029421839325,30176,0.0644756728944914,0.0115744123637446
sequence_kmer,mono/di/tri-nucleotide composition; no graph adjacency,1.460724393628429,0.4895808725490562,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4895808725490562,0.507566168107848,0.0691061346657348,0.4488214297199087,0.0638077122600726,0.5521197007481297,0.1143949571148083,0.690704988824968,0.2486292501838114,0.4327412825154675,p0,ctcf,fold_a,314159,1hop,1hop,0.4969109434580742,30176,0.0644756728944914,0.004949589911328
frozen_sequence_fm,S-FM: frozen pretrained sequence-model embedding only; no graph adjacency,2.182229928451578,0.4890278664095784,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4890278664095784,0.5277979686422607,0.0751678357169046,0.4939061645817924,0.0681174916661425,0.5401496259351621,0.1209785522788203,0.6819527013569716,0.2443433005063496,0.4263129407182556,p0,ctcf,fold_a,314159,1hop,1hop,0.515434361984493,30176,0.0644756728944914,0.0114290590983289
frozen_pangenomefm,frozen topology-pretrained node embedding; current encoder has no nucleotide input,1.2542538493048927,0.4584423753727007,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4584423753727007,0.5201102753222814,0.0708309217770583,0.210856352702833,0.0657494122634601,0.8508728179551123,0.1220663995420721,0.6853075302393251,0.2460171681986196,0.4296174875021615,p0,ctcf,fold_a,314159,1hop,1hop,0.5088098449737063,30176,0.0644756728944914,0.0067932481266733
coordinate_plus_frozen_sequence_fm,C+S-FM: coordinate and frozen sequence-model embedding,2.155337256285684,0.4965512781464161,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4965512781464161,0.5297564644006648,0.0755748771461717,0.5480914557674373,0.0696528075439348,0.486284289276808,0.1218521527213647,0.6814481139034769,0.2440986327510654,0.4259690604931205,p0,ctcf,fold_a,314159,1hop,1hop,0.5193177255541197,30176,0.0644756728944914,0.0118641535341159
coordinate_plus_frozen_pangenomefm,C+T: coordinate and frozen topology embedding; no nucleotide input,1.069416712422569,0.4465748974607406,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4465748974607406,0.5240391647719694,0.0715835310451882,0.1880245682863298,0.0655627406272193,0.8748129675810474,0.1219834480840114,0.6830403161724897,0.2448445824319827,0.4277142825179987,p0,ctcf,fold_a,314159,1hop,1hop,0.5077522833230412,30176,0.0644756728944914,0.0075977266916065
coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,"C+S-FM+T: coordinate, frozen sequence-model, and topology embeddings",2.0422162208475303,0.4781688992669072,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4781688992669072,0.5296293673899948,0.0756897916936604,0.4470849278065408,0.0680279847562709,0.5965087281795511,0.1221280506484223,0.6785829457475336,0.2426803108199468,0.4235923632078149,p0,ctcf,fold_a,314159,1hop,1hop,0.5166477368382976,30176,0.0644756728944914,0.0119869879106887
coordinate,"reference coordinate, node length, and constant orientation",4.098075318287912,0.4928760474990917,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4928760474990917,0.5290159037988694,0.0753038172327253,0.2498954883107695,0.0660642325070216,0.8094763092269327,0.1221586632545536,0.6919642559711242,0.2494080148329356,0.4349223497722498,p0,ctcf,fold_a,314159,strict,strict,0.5104029421839325,30176,0.0644756728944914,0.0115744123637446
sequence_kmer,mono/di/tri-nucleotide composition; no graph adjacency,1.460724393628429,0.4895808725490562,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4895808725490562,0.507566168107848,0.0691061346657348,0.4488214297199087,0.0638077122600726,0.5521197007481297,0.1143949571148083,0.690704988824968,0.2486292501838114,0.4327412825154675,p0,ctcf,fold_a,314159,strict,strict,0.4969109434580742,30176,0.0644756728944914,0.004949589911328
frozen_sequence_fm,S-FM: frozen pretrained sequence-model embedding only; no graph adjacency,2.182229928451578,0.4890278664095784,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4890278664095784,0.5277979686422607,0.0751678357169046,0.4939061645817924,0.0681174916661425,0.5401496259351621,0.1209785522788203,0.6819527013569716,0.2443433005063496,0.4263129407182556,p0,ctcf,fold_a,314159,strict,strict,0.515434361984493,30176,0.0644756728944914,0.0114290590983289
frozen_pangenomefm,frozen topology-pretrained node embedding; current encoder has no nucleotide input,1.729099055288681,0.4615865347141065,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4615865347141065,0.5202044815775767,0.0706738691360722,0.1122616329549474,0.064742085756061,0.9496259351620948,0.1212198382886611,0.6881504895549239,0.2474680379599785,0.4320456678728852,p0,ctcf,fold_a,314159,strict,strict,0.5020885072483099,30176,0.0644756728944914,0.0066253715290952
coordinate_plus_frozen_sequence_fm,C+S-FM: coordinate and frozen sequence-model embedding,2.155337256285684,0.4965512781464161,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4965512781464161,0.5297564644006648,0.0755748771461717,0.5480914557674373,0.0696528075439348,0.486284289276808,0.1218521527213647,0.6814481139034769,0.2440986327510654,0.4259690604931205,p0,ctcf,fold_a,314159,strict,strict,0.5193177255541197,30176,0.0644756728944914,0.0118641535341159
coordinate_plus_frozen_pangenomefm,C+T: coordinate and frozen topology embedding; no nucleotide input,1.8078182956028492,0.4737677076953672,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4737677076953672,0.5260508412044274,0.0721858811020519,0.2168376370711001,0.0657858946959393,0.8443890274314214,0.1220620043258832,0.687924197482588,0.2473558262820517,0.4320027339489608,p0,ctcf,fold_a,314159,strict,strict,0.5089881339549518,30176,0.0644756728944914,0.0082415902870379
coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,"C+S-FM+T: coordinate, frozen sequence-model, and topology embeddings",1.8994833460113332,0.4959915599655068,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4959915599655068,0.5258901933945557,0.0744915192737794,0.5549409910923884,0.068475169547145,0.4683291770573566,0.1194808499809136,0.6788865915729597,0.2427890051677528,0.4230435590374848,p0,ctcf,fold_a,314159,strict,strict,0.5146196964621308,30176,0.0644756728944914,0.010706131405772
coordinate,"reference coordinate, node length, and constant orientation",4.098075318287912,0.4928760474990917,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4928760474990917,0.5290159037988694,0.0753038172327253,0.2498954883107695,0.0660642325070216,0.8094763092269327,0.1221586632545536,0.6919642559711242,0.2494080148329356,0.4349223497722498,p0,ctcf,fold_a,42,1hop,1hop,0.5104029421839325,30176,0.0644756728944914,0.0115744123637446
sequence_kmer,mono/di/tri-nucleotide composition; no graph adjacency,1.460724393628429,0.4895808725490562,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4895808725490562,0.507566168107848,0.0691061346657348,0.4488214297199087,0.0638077122600726,0.5521197007481297,0.1143949571148083,0.690704988824968,0.2486292501838114,0.4327412825154675,p0,ctcf,fold_a,42,1hop,1hop,0.4969109434580742,30176,0.0644756728944914,0.004949589911328
frozen_sequence_fm,S-FM: frozen pretrained sequence-model embedding only; no graph adjacency,2.182229928451578,0.4890278664095784,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4890278664095784,0.5277979686422607,0.0751678357169046,0.4939061645817924,0.0681174916661425,0.5401496259351621,0.1209785522788203,0.6819527013569716,0.2443433005063496,0.4263129407182556,p0,ctcf,fold_a,42,1hop,1hop,0.515434361984493,30176,0.0644756728944914,0.0114290590983289
frozen_pangenomefm,frozen topology-pretrained node embedding; current encoder has no nucleotide input,3.1584794934928158,0.4880997951715231,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4880997951715231,0.524991530866221,0.0739329402915848,0.2750426086117632,0.065643107896629,0.774064837905237,0.1210230817217716,0.6908631198273211,0.2488514477516702,0.4341796680416668,p0,ctcf,fold_a,42,1hop,1hop,0.5073575942585445,30176,0.0644756728944914,0.0101090555564214
coordinate_plus_frozen_sequence_fm,C+S-FM: coordinate and frozen sequence-model embedding,2.155337256285684,0.4965512781464161,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4965512781464161,0.5297564644006648,0.0755748771461717,0.5480914557674373,0.0696528075439348,0.486284289276808,0.1218521527213647,0.6814481139034769,0.2440986327510654,0.4259690604931205,p0,ctcf,fold_a,42,1hop,1hop,0.5193177255541197,30176,0.0644756728944914,0.0118641535341159
coordinate_plus_frozen_pangenomefm,C+T: coordinate and frozen topology embedding; no nucleotide input,3.1386912191859104,0.4888904788773079,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4888904788773079,0.527859987045997,0.0747235037110707,0.3075537833231501,0.0659672830725462,0.7401496259351621,0.1211379127382555,0.6906320287789617,0.2487349674259327,0.4340575008866368,p0,ctcf,fold_a,42,1hop,1hop,0.5089446053503667,30176,0.0644756728944914,0.0109541040458946
coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,"C+S-FM+T: coordinate, frozen sequence-model, and topology embeddings",2.2253791304671133,0.4858753741750906,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4858753741750906,0.5311332301036218,0.0763931360856725,0.4821365405022992,0.0688642896458932,0.5615960099750623,0.1226846807583351,0.6807709111859062,0.2437697953520922,0.4256035115630622,p0,ctcf,fold_a,42,1hop,1hop,0.5191281301078392,30176,0.0644756728944914,0.0127388062991942
coordinate,"reference coordinate, node length, and constant orientation",4.098075318287912,0.4928760474990917,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4928760474990917,0.5290159037988694,0.0753038172327253,0.2498954883107695,0.0660642325070216,0.8094763092269327,0.1221586632545536,0.6919642559711242,0.2494080148329356,0.4349223497722498,p0,ctcf,fold_a,42,strict,strict,0.5104029421839325,30176,0.0644756728944914,0.0115744123637446
sequence_kmer,mono/di/tri-nucleotide composition; no graph adjacency,1.460724393628429,0.4895808725490562,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4895808725490562,0.507566168107848,0.0691061346657348,0.4488214297199087,0.0638077122600726,0.5521197007481297,0.1143949571148083,0.690704988824968,0.2486292501838114,0.4327412825154675,p0,ctcf,fold_a,42,strict,strict,0.4969109434580742,30176,0.0644756728944914,0.004949589911328
frozen_sequence_fm,S-FM: frozen pretrained sequence-model embedding only; no graph adjacency,2.182229928451578,0.4890278664095784,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4890278664095784,0.5277979686422607,0.0751678357169046,0.4939061645817924,0.0681174916661425,0.5401496259351621,0.1209785522788203,0.6819527013569716,0.2443433005063496,0.4263129407182556,p0,ctcf,fold_a,42,strict,strict,0.515434361984493,30176,0.0644756728944914,0.0114290590983289
frozen_pangenomefm,frozen topology-pretrained node embedding; current encoder has no nucleotide input,2.0078941933933643,0.4962739332367794,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4962739332367794,0.5199280689380632,0.0719801527263742,0.5573527993053993,0.0676470588235294,0.4588528678304239,0.1179109259852611,0.6874814633680961,0.2471495014428403,0.431781846246871,p0,ctcf,fold_a,42,strict,strict,0.5114971062649989,30176,0.0644756728944914,0.0080216832576673
coordinate_plus_frozen_sequence_fm,C+S-FM: coordinate and frozen sequence-model embedding,2.155337256285684,0.4965512781464161,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4965512781464161,0.5297564644006648,0.0755748771461717,0.5480914557674373,0.0696528075439348,0.486284289276808,0.1218521527213647,0.6814481139034769,0.2440986327510654,0.4259690604931205,p0,ctcf,fold_a,42,strict,strict,0.5193177255541197,30176,0.0644756728944914,0.0118641535341159
coordinate_plus_frozen_pangenomefm,C+T: coordinate and frozen topology embedding; no nucleotide input,2.3079983583865498,0.4927134071276361,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4927134071276361,0.5207299364677815,0.0727205994510257,0.4873782036852429,0.0665049147691924,0.5331670822942643,0.1182587532496266,0.6883468229997292,0.2475829880626431,0.4324303879803364,p0,ctcf,fold_a,42,strict,strict,0.5086947744758823,30176,0.0644756728944914,0.0088131610452546
coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,"C+S-FM+T: coordinate, frozen sequence-model, and topology embeddings",2.03731899923437,0.4885410259470875,58153,30176,31097,all_test_chromosomes,all,31097,0.0644756728944914,0.4885410259470875,0.5275311909282205,0.0753533463230818,0.512621796314757,0.0678278015116661,0.514713216957606,0.1198606271777003,0.6790485956410203,0.2428860596544466,0.4237252710960382,p0,ctcf,fold_a,42,strict,strict,0.5135954370227326,30176,0.0644756728944914,0.0116273549638689
coordinate,"reference coordinate, node length, and constant orientation",0.4118833825577286,0.481522725973556,70675,18575,30176,all_test_chromosomes,all,30176,0.0640575291622481,0.481522725973556,0.5239532042138401,0.0758419304037118,0.4729586426299045,0.0670591881004028,0.5597516813243663,0.1197697586893956,0.7008113028374331,0.2530310331831081,0.4344191466791519,p0,ctcf,fold_b,20260806,1hop,1hop,0.5133850287795927,18575,0.0640575291622481,0.0125909461410759
