context,stratum,metric,n_test_mean,positive_prevalence_mean,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,medium,auroc,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5212224971613009,0.00838378158436751,0.5147178724674202,0.5283609026019594,15,5,0
1hop,medium,normalized_ap,3095.2,0.48774280256376096,Delta_T_given_C_S,0.006465622730024386,0.004725170831043473,0.003081537151285758,0.009829755410592913,15,5,0
1hop,medium,normalized_ap,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm,0.036234729718777905,0.014348666240456094,0.024477143502143726,0.04867161199465928,15,5,0
1hop,medium,normalized_ap,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.0427003524488023,0.014258381275655886,0.03151068306486245,0.05532846487918383,15,5,0
strict,high,auprc,4875.8,0.51943308641841,Delta_T_given_C_S,0.0015724001375608217,0.0033587100743090693,-0.0010756002667957683,0.00424369245360009,15,5,0
strict,high,auprc,4875.8,0.51943308641841,coordinate_plus_frozen_sequence_fm,0.5609214828789866,0.017428155021786945,0.546396158991014,0.5752517256610434,15,5,0
strict,high,auprc,4875.8,0.51943308641841,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5624938830165473,0.018146244543936367,0.5480387426151975,0.5783138391752548,15,5,0
strict,high,auroc,4875.8,0.51943308641841,Delta_T_given_C_S,0.0015089048739238627,0.0038288747718908697,-0.001502469259331999,0.003907295363645491,15,5,0
strict,high,auroc,4875.8,0.51943308641841,coordinate_plus_frozen_sequence_fm,0.5351507294103269,0.01399463092460689,0.5243101669830915,0.5461524244162602,15,5,0
strict,high,auroc,4875.8,0.51943308641841,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5366596342842508,0.013742352021282676,0.5255970144581348,0.5481579697047768,15,5,0
strict,high,normalized_ap,4875.8,0.51943308641841,Delta_T_given_C_S,0.0033047563365663163,0.007054964163923326,-0.0022224432469308704,0.008933957785598134,15,5,0
strict,high,normalized_ap,4875.8,0.51943308641841,coordinate_plus_frozen_sequence_fm,0.08656717487879344,0.024736412752100683,0.06518482508198194,0.10462046194546408,15,5,0
strict,high,normalized_ap,4875.8,0.51943308641841,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.08987193121535972,0.025888409436140798,0.06722739555215601,0.11220466139898932,15,5,0
strict,low,auprc,2159.8,0.4786102143259117,Delta_T_given_C_S,-0.00027557819725591013,0.0034007734930472343,-0.0028109727937861077,0.0023244400152367633,15,5,0
strict,low,auprc,2159.8,0.4786102143259117,coordinate_plus_frozen_sequence_fm,0.5013719998872711,0.010045615158228157,0.4934022616274663,0.5099595360210151,15,5,0
strict,low,auprc,2159.8,0.4786102143259117,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5010964216900152,0.01145621670122144,0.49117975379222967,0.5099858137159413,15,5,0
strict,low,auroc,2159.8,0.4786102143259117,Delta_T_given_C_S,-0.00043723401603251353,0.003591533943195573,-0.0032133892824537987,0.002352460241504496,15,5,0
strict,low,auroc,2159.8,0.4786102143259117,coordinate_plus_frozen_sequence_fm,0.5192973160960949,0.009375152847667316,0.5118361872678462,0.5267584449243438,15,5,0
strict,low,auroc,2159.8,0.4786102143259117,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5188600820800624,0.011349281703940941,0.5091023462058417,0.5278095020402965,15,5,0
strict,low,normalized_ap,2159.8,0.4786102143259117,Delta_T_given_C_S,-0.0005258726257248526,0.006502869292111362,-0.005371091914903926,0.004451147895286024,15,5,0
strict,low,normalized_ap,2159.8,0.4786102143259117,coordinate_plus_frozen_sequence_fm,0.04370938620976721,0.009906660856411061,0.0345931711274996,0.05159787864114532,15,5,0
strict,low,normalized_ap,2159.8,0.4786102143259117,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.043183513584042356,0.014172496957960702,0.030863740196360262,0.053777488526393497,15,5,0
strict,medium,auprc,3095.2,0.48774280256376096,Delta_T_given_C_S,0.0014360786668488241,0.003998045480523545,-0.001000730499762173,0.0045004824198684,15,5,0
strict,medium,auprc,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm,0.5063409788586141,0.008398286941442972,0.4995659781683429,0.5138550777062606,15,5,0
strict,medium,auprc,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5077770575254629,0.008707752118464062,0.5009238863613578,0.5148722945379409,15,5,0
strict,medium,auroc,3095.2,0.48774280256376096,Delta_T_given_C_S,7.099165374553351e-05,0.004031908362793137,-0.0029115047854279424,0.0028260167244613895,15,5,0
strict,medium,auroc,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm,0.5192958969815392,0.006895070894265657,0.5140580377322782,0.5252781228337441,15,5,0
strict,medium,auroc,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5193668886352849,0.009271463110808918,0.5123576203499973,0.5272780409170348,15,5,0
strict,medium,normalized_ap,3095.2,0.48774280256376096,Delta_T_given_C_S,0.002779935738166107,0.007830049524416346,-0.00199194922571581,0.008761935936844618,15,5,0
strict,medium,normalized_ap,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm,0.036234729718777905,0.014348666240456094,0.024477143502143726,0.04867161199465928,15,5,0
strict,medium,normalized_ap,3095.2,0.48774280256376096,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.039014665456944014,0.01655188859575408,0.025635737789679886,0.05253704695924034,15,5,0
