context,stratum,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs,auprc_C_S,auprc_C_S_T,n_test_mean,positive_prevalence_mean
1hop,high,0.0021922415918824785,0.005686404933504191,-0.002768993517852535,0.006284369513634287,15,5,0,0.5969970580351623,0.5991892996270448,19558.4,0.4808090835905984
1hop,low,-0.0003965673869935256,0.002894936792499386,-0.002121611071553789,0.0016385549650785097,15,5,0,0.5095585265280873,0.5091619591410939,15033.0,0.39314785771436495
1hop,medium,0.001706307502032948,0.0032355352262548433,-0.00047127194169182776,0.00413747963150071,15,5,0,0.5718583092776772,0.5735646167797103,17587.8,0.4402253634786472
strict,high,0.0025555377915770596,0.002930079056157886,0.0005717978954385433,0.004851161171410428,15,5,0,0.5969970580351623,0.5995525958267395,19558.4,0.4808090835905984
strict,low,-3.363289949394795e-05,0.002367649506956455,-0.001938999234013956,0.0014751776199859717,15,5,0,0.5095585265280873,0.5095248936285933,15033.0,0.39314785771436495
strict,medium,0.0012642608634049794,0.0034115206643244296,-0.0008711000769796524,0.003700882036243393,15,5,0,0.5718583092776772,0.5731225701410821,17587.8,0.4402253634786472
