fold,seed,closure,feature_set,auprc,auroc,normalized_ap,balanced_accuracy,f1,precision,recall,n_tissues
fold_c,314159,strict,frozen_pangenomefm,0.40832366721643937,0.518968211859536,0.02203496798470106,0.49980921211435064,0.5650036722037373,0.3950466796412982,0.9965534749353999,5
fold_c,314159,strict,frozen_sequence_fm,0.5230170871689291,0.6465755608156939,0.21027251331107646,0.5951904874120308,0.5857378239923594,0.4658371789673576,0.7922047188292739,5
fold_c,314159,strict,sequence_kmer,0.49042765751623146,0.6134694716409792,0.1565726972611446,0.5569238336006046,0.5746512921780962,0.4333619123254933,0.8577076393611053,5
fold_c,20260806,1hop,coordinate,0.40461673705474316,0.512878523027962,0.015870063993725942,0.5001097746436939,0.565684596016806,0.39518995136224333,0.9997345684329104,5
fold_c,20260806,1hop,coordinate_plus_frozen_pangenomefm,0.3922776466154733,0.5008110918176556,-0.00499057329212726,0.5021377792725568,0.5600113149121124,0.3962619820983694,0.9556060057523442,5
fold_c,20260806,1hop,coordinate_plus_frozen_sequence_fm,0.522447112069601,0.6481471790881472,0.20935118066758393,0.596794337709726,0.5881438163654421,0.46518812525271824,0.8018807848747237,5
fold_c,20260806,1hop,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5188444910469763,0.6463489904654913,0.20327212912313514,0.6013822699782561,0.5838390531276347,0.4731082941759272,0.7643984912079685,5
fold_c,20260806,1hop,frozen_pangenomefm,0.38967979310663836,0.49781813463376406,-0.00921014769180686,0.5026294619928109,0.5582044354886226,0.39651244943292757,0.9432549090528817,5
fold_c,20260806,1hop,frozen_sequence_fm,0.5230170871689291,0.6465755608156939,0.21027251331107646,0.5951904874120308,0.5857378239923594,0.4658371789673576,0.7922047188292739,5
fold_c,20260806,1hop,sequence_kmer,0.49042765751623146,0.6134694716409792,0.1565726972611446,0.5569238336006046,0.5746512921780962,0.4333619123254933,0.8577076393611053,5
fold_c,20260806,strict,coordinate,0.40461673705474316,0.512878523027962,0.015870063993725942,0.5001097746436939,0.565684596016806,0.39518995136224333,0.9997345684329104,5
fold_c,20260806,strict,coordinate_plus_frozen_pangenomefm,0.4121240571495508,0.5261353849882809,0.02780302028881116,0.5009950769746603,0.5653417188114085,0.3956007489182802,0.9940908206782841,5
fold_c,20260806,strict,coordinate_plus_frozen_sequence_fm,0.522447112069601,0.6481471790881472,0.20935118066758393,0.596794337709726,0.5881438163654421,0.46518812525271824,0.8018807848747237,5
fold_c,20260806,strict,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5248241802119101,0.6501670198804604,0.21333392650772903,0.5946570419937256,0.5920652692314256,0.4621566105524536,0.8272439697546992,5
fold_c,20260806,strict,frozen_pangenomefm,0.40959168130968066,0.5233783536874947,0.02371859263221306,0.500491384177035,0.5654249304406391,0.3953732659799338,0.9968427098790938,5
fold_c,20260806,strict,frozen_sequence_fm,0.5230170871689291,0.6465755608156939,0.21027251331107646,0.5951904874120308,0.5857378239923594,0.4658371789673576,0.7922047188292739,5
fold_c,20260806,strict,sequence_kmer,0.49042765751623146,0.6134694716409792,0.1565726972611446,0.5569238336006046,0.5746512921780962,0.4333619123254933,0.8577076393611053,5
fold_d,42,1hop,coordinate,0.4547929674986112,0.5150492479808364,0.02770089017220766,0.500214118762302,0.609841740349521,0.43918176395791547,0.9989100982100348,5
fold_d,42,1hop,coordinate_plus_frozen_pangenomefm,0.4808544745701295,0.5426293598882227,0.07383583771963662,0.5009679493308108,0.6100919216863774,0.43954982813376714,0.9981861952948149,5
fold_d,42,1hop,coordinate_plus_frozen_sequence_fm,0.5931489672819745,0.6736100916315447,0.2735231157008203,0.5920860077133066,0.637708238791497,0.498840622021106,0.8848907748264623,5
fold_d,42,1hop,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5955370446035907,0.6751139987054118,0.2777789411475919,0.5855943950052291,0.6351301415910633,0.49508967502165346,0.8883038199241649,5
fold_d,42,1hop,frozen_pangenomefm,0.4781938974995204,0.5442771363674545,0.0693211796676511,0.5010536787478126,0.610003050638561,0.439595621786628,0.9975333071096417,5
