context,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,Delta_T_given_C_S,-0.0006542214780163203,0.001642409542348225,-0.0020924638498011484,0.0004657186201169252,15,5,0
1hop,Delta_S_given_C_T,0.015084222344711382,0.0033743370682836533,0.012396735527207802,0.01780066814846962,15,5,0
strict,Delta_T_given_C_S,0.00020813517813770278,0.0007708787501864315,-0.0003169229976124656,0.0007459696462595717,15,5,0
strict,Delta_S_given_C_T,0.013598479586198916,0.0042776512248491405,0.010080485093782308,0.017134674208525384,15,5,0
