context,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,Delta_T_given_C_S,0.0006116002974028135,0.0014241499832681344,-0.0005328400979531934,0.0016887635279243128,15,5,0
1hop,Delta_S_given_C_T,-0.0018205284987045669,0.003831519883323313,-0.005037087509356767,0.0011356619542270548,15,5,0
strict,Delta_T_given_C_S,0.0005836185949698332,0.0006620934326391182,8.361006272666221e-05,0.0010653265485498866,15,5,0
strict,Delta_S_given_C_T,-0.004011794430697147,0.004179826389607079,-0.007384314417212129,-0.0006897646017140818,15,5,0
