context,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,Delta_T_given_C_S,0.00047371748630467005,0.0016563861261827864,-0.00044538904649315294,0.001361176006552836,15,5,0
1hop,Delta_S_given_C_T,0.09842282032411147,0.007275225560409664,0.09262891144595388,0.1030550692750992,15,5,0
strict,Delta_T_given_C_S,0.000861988023124575,0.0017073782840409714,-0.0002057246771809812,0.002002628551568429,15,5,0
strict,Delta_S_given_C_T,0.0983972704336569,0.010162993851490828,0.09122002053044576,0.10645444364532419,15,5,0
