context,stratum,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs,auprc_C_S,auprc_C_S_T,n_test_mean,positive_prevalence_mean
1hop,high,0.0024600792148282108,0.010699430558254648,-0.007222084100351692,0.010112156490208335,15,5,0,0.5762879203637806,0.5787479995786088,15961.4,0.46332603602015643
1hop,low,-0.0019765069691953054,0.004202543908285055,-0.0049137079941948625,0.0009108306514612194,15,5,0,0.5434230083090371,0.5414465013398417,11674.8,0.44396670294790697
1hop,medium,-0.0013412879635355793,0.005913765880317162,-0.005919996743790985,0.002512030758947134,15,5,0,0.5843991403879129,0.5830578524243772,13520.8,0.4659597215556761
strict,high,0.0032791766177666178,0.004636012050201433,-2.9234412493055722e-05,0.0066142010232887564,15,5,0,0.5762879203637806,0.5795670969815472,15961.4,0.46332603602015643
strict,low,-0.0015388130247088849,0.004445877392741261,-0.004772167517414329,0.0015898996929640955,15,5,0,0.5434230083090371,0.5418841952843282,11674.8,0.44396670294790697
strict,medium,-0.0018106301564922915,0.004591959031201765,-0.004888185540068429,0.000731252318101584,15,5,0,0.5843991403879129,0.5825885102314207,13520.8,0.4659597215556761
