fold,seed,context,feature_set,sample,canonical_sample,in_hprc,unit,n,positive_fraction,threshold,auroc,auprc,accuracy,precision,recall,f1,nll,brier,ece
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00731,HG00731,False,haplotype_1,3902,0.6453100973859559,0.2842584257938669,0.8797022708177423,0.9260585028970839,0.7931829830855971,0.7865996649916248,0.9324861000794281,0.8533527166999818,0.4548666595418421,0.14650092976377896,0.10671152515655491
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00731,HG00731,False,haplotype_2,3993,0.6431254695717505,0.2842584257938669,0.8744201235175165,0.9217886280872272,0.7896318557475582,0.7855254461335096,0.9256230529595015,0.8498391133357168,0.4624824605298797,0.14955862756607313,0.1064237050474166
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00732,HG00732,False,donor,6213,0.6433285047481088,0.2842584257938669,0.8649098511609338,0.9191428822924939,0.7754707870593917,0.7710416666666666,0.9259444583437578,0.8414232124587928,0.4712116576080258,0.15400318272806274,0.10346360184007042
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00732,HG00732,False,haplotype_1,4150,0.6474698795180723,0.2842584257938669,0.8784208465813856,0.9270405734936162,0.7908433734939759,0.7844854551141696,0.9333829549683662,0.8524813052345344,0.456431613208572,0.14737954129950173,0.10612679805507781
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00732,HG00732,False,haplotype_2,4013,0.6481435335160728,0.2842584257938669,0.8757926238873042,0.9262699843230868,0.7891851482681286,0.7844408427876823,0.9304113802383699,0.8512135068589518,0.4584203323884425,0.14859534107725264,0.10799262014836558
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00733,HG00733,True,donor,6007,0.6374230064924256,0.2842584257938669,0.8659044084089789,0.9160555444665589,0.7752621941068754,0.7690471022357283,0.9253068686341082,0.8399715504978663,0.47066556040709895,0.15337200632763695,0.1006329658306435
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00733,HG00733,True,haplotype_1,4011,0.637496883570182,0.2842584257938669,0.880226570102623,0.925329003032176,0.787584143605086,0.7777777777777778,0.9335158388736801,0.848560255954497,0.45196625497762055,0.14539674547067896,0.09767702279276587
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00733,HG00733,True,haplotype_2,4062,0.6479566715903495,0.2842584257938669,0.8748635672837799,0.9236157804211091,0.7909896602658789,0.7871175523349436,0.9285714285714286,0.8520132473418163,0.4608312702917965,0.14925943341474512,0.10857235628953434
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00864,HG00864,False,donor,6184,0.6442432082794308,0.2842584257938669,0.8611324274370208,0.9159679086042603,0.7713454075032341,0.7686036789297659,0.9229417670682731,0.8387317518248175,0.4763693203628324,0.15569724511799507,0.10443489561976482
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00864,HG00864,False,haplotype_1,4165,0.643937575030012,0.2842584257938669,0.8736626333846734,0.9241700054604289,0.7795918367346939,0.7747663551401869,0.9272930648769575,0.8441955193482689,0.4608852988022775,0.14923155221626444,0.10246106333821174
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG00864,HG00864,False,haplotype_2,4162,0.646083613647285,0.2842584257938669,0.8698922239078674,0.919590044385074,0.7842383469485824,0.7804572502348888,0.9267385645221272,0.847330839850391,0.46542619063013574,0.15099013948197038,0.10701643546990418
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01114,HG01114,False,donor,6085,0.647658175842235,0.2842584257938669,0.864533527648487,0.9189547233522766,0.7794576828266229,0.7774930600042708,0.9238771885308298,0.8443877551020408,0.47341069338729347,0.15470271321828508,0.10836819670256995
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01114,HG01114,False,haplotype_1,4072,0.650294695481336,0.2842584257938669,0.8756571633456669,0.9252765989162165,0.7880648330058939,0.7850526988182689,0.9282477341389728,0.8506662052258176,0.45775150297690786,0.14819412259126705,0.107646485579581
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01114,HG01114,False,haplotype_2,4036,0.6501486620416254,0.2842584257938669,0.8734796582429352,0.9259951808930393,0.788404360753221,0.7843830334190232,0.9302591463414634,0.851115760111576,0.46239698598602474,0.15000020264136252,0.10862346708104241
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01352,HG01352,False,donor,6144,0.6422526041666666,0.2842584257938669,0.8654110980493257,0.9172583322735578,0.7762044270833334,0.7724094087730451,0.9237202230106437,0.8413156376226197,0.47087932004873156,0.15366110311820655,0.10339995455625235
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01352,HG01352,False,haplotype_1,4129,0.6413175102930492,0.2842584257938669,0.8767303773273142,0.9235510197471878,0.7885686606926616,0.7823735284759784,0.9286253776435045,0.8492488343982041,0.45903357266539835,0.14839665190216322,0.1053276595006877
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01352,HG01352,False,haplotype_2,4000,0.65325,0.2842584257938669,0.8782821790332901,0.927892769827329,0.7905,0.7861980006449533,0.933027171833142,0.8533426671333567,0.4537756475813927,0.1464820827964917,0.10729161516298089
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01457,HG01457,False,donor,6238,0.6420327027893555,0.2842584257938669,0.8672562230485514,0.9167277894874292,0.7803783263866624,0.7745363617420296,0.9280898876404494,0.8443889141299409,0.4691532865074129,0.15259779439478316,0.10286238720168964
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01457,HG01457,False,haplotype_1,4032,0.6485615079365079,0.2842584257938669,0.8795292346014187,0.9252871995061372,0.7919146825396826,0.7858982614294913,0.9334608030592734,0.8533473169026394,0.453414872853191,0.14560343176779025,0.10480138793233824
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01457,HG01457,False,haplotype_2,4181,0.6472135852666826,0.2842584257938669,0.8754417678229172,0.9234618950055246,0.7914374551542693,0.7853142501555694,0.9327420546932742,0.8527027027027027,0.4603889402108241,0.1489644627005786,0.1069552869158079
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01505,HG01505,False,donor,6023,0.6488460899883779,0.2842584257938669,0.8614777591459356,0.9167278345721797,0.7765233272455587,0.7777536860364267,0.9178607983623337,0.842018779342723,0.47454730923895966,0.15546428229942738,0.10879790302086866
fold_a,20260806,1hop,coordinate_plus_frozen_sequence_fm,HG01505,HG01505,False,haplotype_1,4062,0.6494337764647957,0.2842584257938669,0.8748498607218612,0.9246510562499249,0.7897587395371738,0.7864482980089916,0.9283548142532221,0.8515299026425591,0.4583310272840095,0.14837194941983325,0.10659848247715678
