sample,unit,context,in_hprc,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
HG03371,haplotype_2,1hop,False,0.043835200202704934,0.00815242177485257,0.03772884398038157,0.050388628396810485,15,5,0
HG03371,haplotype_2,strict,False,0.039958431447439186,0.006121047484011927,0.03523013804038055,0.04514420278579801,15,5,0
HG03452,donor,1hop,False,0.04317966991643928,0.003537864044509108,0.040837145989340094,0.046411159367409825,15,5,0
HG03452,donor,strict,False,0.03563444469625137,0.0026722003470482755,0.033751673776094115,0.03791303493079904,15,5,0
HG03452,haplotype_1,1hop,False,0.041047047365208894,0.003928656995777259,0.03807032429904942,0.04435679715837216,15,5,0
HG03452,haplotype_1,strict,False,0.03587252635514122,0.002905258153608803,0.03368799605747574,0.038216712337597165,15,5,0
HG03452,haplotype_2,1hop,False,0.04272738926243756,0.003151251861700881,0.04048937895749496,0.04555609676710441,15,5,0
HG03452,haplotype_2,strict,False,0.03487926801067871,0.0028727492752349177,0.03262378894343263,0.03711586099247788,15,5,0
HG03456,donor,1hop,False,0.04664880898179912,0.005514416200836515,0.043105691347703035,0.050892307529878784,15,5,0
HG03456,donor,strict,False,0.03947649379489138,0.004109696504225825,0.03625149520126869,0.042884673577913104,15,5,0
HG03456,haplotype_1,1hop,False,0.04465082353592541,0.004420620867694711,0.041506447086518544,0.048220012836792246,15,5,0
HG03456,haplotype_1,strict,False,0.0387863799959796,0.003998202811579949,0.03606176283556069,0.042476106353276526,15,5,0
HG03456,haplotype_2,1hop,False,0.04552908060240686,0.007097026814912405,0.040334471693936474,0.05099987925237065,15,5,0
HG03456,haplotype_2,strict,False,0.039903701145790775,0.006543116289923192,0.0341977507739365,0.044991601059474265,15,5,0
HG03520,donor,1hop,False,0.04361504442051747,0.0029205333881945758,0.04138839149692289,0.046073313304154116,15,5,0
HG03520,donor,strict,False,0.03736331428625575,0.0023406635175424427,0.035616656430793744,0.03905152722599058,15,5,0
HG03520,haplotype_1,1hop,False,0.0443697058382033,0.0037888036819558957,0.04150364058977012,0.0475596355304986,15,5,0
HG03520,haplotype_1,strict,False,0.03854680217564292,0.0036520649813276524,0.03559893228945889,0.041474338958155846,15,5,0
HG03520,haplotype_2,1hop,False,0.041992407981656044,0.0037370525595386015,0.038919659402343924,0.04499101537717129,15,5,0
HG03520,haplotype_2,strict,False,0.036507707658354656,0.0032609972734218918,0.03383370421163705,0.03889660778146167,15,5,0
HG03683,donor,1hop,False,0.042213450665316704,0.004871849216628479,0.03865465601151615,0.04601889238474857,15,5,0
HG03683,donor,strict,False,0.034667928676314366,0.004027190943243445,0.031478385742032315,0.03798642286893626,15,5,0
HG03683,haplotype_1,1hop,False,0.0405962389542832,0.005287632984378333,0.03609813401991161,0.04476439305974067,15,5,0
HG03683,haplotype_1,strict,False,0.03349808154445009,0.0036277547850865535,0.030553461567580046,0.036367210541641375,15,5,0
HG03683,haplotype_2,1hop,False,0.04174459476472424,0.006526950677983931,0.037152589744727155,0.04692249716358499,15,5,0
HG03683,haplotype_2,strict,False,0.03491045816223161,0.005602723015068137,0.03058534614313882,0.0397879969651055,15,5,0
HG03732,donor,1hop,False,0.03970974717940748,0.006756759597432387,0.03505103885811937,0.045030741509052286,15,5,0
HG03732,donor,strict,False,0.03466283131197482,0.00456553826728678,0.031021294861897638,0.038401719610897264,15,5,0
HG03732,haplotype_1,1hop,False,0.041341097237456506,0.007997982035495,0.03522101891902133,0.047413388196277675,15,5,0
HG03732,haplotype_1,strict,False,0.036128646791225155,0.005236489006506932,0.03178487506197152,0.040448904740569745,15,5,0
HG03732,haplotype_2,1hop,False,0.03695235589329527,0.006301444103989086,0.03203870419244131,0.04224966579029589,15,5,0
HG03732,haplotype_2,strict,False,0.03294124988725988,0.004700589428822538,0.029147702490886194,0.03684257128351776,15,5,0
HG03807,donor,1hop,False,0.042633276614539924,0.004099569259531873,0.03946533569204167,0.04604043679418279,15,5,0
HG03807,donor,strict,False,0.03583637234210262,0.003825901510726907,0.03302341281588002,0.039104716372818135,15,5,0
