sample,unit,context,in_hprc,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
HG03807,haplotype_1,1hop,False,0.04108486224937637,0.004864633873304185,0.03722012015898918,0.045102095357248635,15,5,0
HG03807,haplotype_1,strict,False,0.035504757192100354,0.004283727009191946,0.032047931756236804,0.03895314011349901,15,5,0
HG03807,haplotype_2,1hop,False,0.04096108932048527,0.00339814045083654,0.03826662003387549,0.04376193221526481,15,5,0
HG03807,haplotype_2,strict,False,0.03430054848120127,0.0037098878003497255,0.03140652626041473,0.0374897619361293,15,5,0
HG04036,donor,1hop,False,0.04175656191689644,0.008905740033308926,0.035151256567654256,0.04888524281621364,15,5,0
HG04036,donor,strict,False,0.034635380564258474,0.006369277381634216,0.029472745518586814,0.039889671468565584,15,5,0
HG04036,haplotype_1,1hop,False,0.03941217011372822,0.008068107790025657,0.033640660266576326,0.04600955505566,15,5,0
HG04036,haplotype_1,strict,False,0.033200546595926306,0.005452606746107794,0.028854524166737196,0.0377101219315013,15,5,0
HG04036,haplotype_2,1hop,False,0.04237711858786955,0.01002654388143665,0.03428286589904426,0.050298087483690926,15,5,0
HG04036,haplotype_2,strict,False,0.03616880619213504,0.008191434740290791,0.02934141375117903,0.04305965045555203,15,5,0
HG04217,donor,1hop,False,0.039651079054847514,0.005148949744646247,0.03615812999836388,0.04359649012922185,15,5,0
HG04217,donor,strict,False,0.035101966143991,0.003658459021007431,0.03205618259370655,0.03803813246438892,15,5,0
HG04217,haplotype_1,1hop,False,0.038423600916415016,0.006139814081662889,0.03412773082231646,0.04344476324914799,15,5,0
HG04217,haplotype_1,strict,False,0.03470508071910123,0.0049932191014138904,0.030601100183803572,0.03881389218488284,15,5,0
HG04217,haplotype_2,1hop,False,0.04044877615382138,0.0063427080740222986,0.03562550582257458,0.04527344198593891,15,5,0
HG04217,haplotype_2,strict,False,0.035369976251138885,0.004170631916046764,0.03160172382067748,0.03843803852489277,15,5,0
NA12329,donor,1hop,False,0.0428220974825088,0.007568830813900519,0.03742648075790373,0.0489128587588215,15,5,0
NA12329,donor,strict,False,0.03589318062119668,0.0050413660106904765,0.03173632669406507,0.03994749512848495,15,5,0
NA12329,haplotype_1,1hop,False,0.04210966656820471,0.008010209956561239,0.03673377428365308,0.048839095092628494,15,5,0
NA12329,haplotype_1,strict,False,0.035678913053068945,0.006215403784074722,0.030784772586867744,0.040988395955489476,15,5,0
NA12329,haplotype_2,1hop,False,0.04146567319031257,0.009141733694006343,0.03455106999770526,0.04917420852896167,15,5,0
NA12329,haplotype_2,strict,False,0.036009439381958976,0.005586945906197169,0.03138866451616358,0.04057036803699327,15,5,0
NA18534,donor,1hop,False,0.043064223239334225,0.0063935698062751204,0.038367296226243165,0.0481491583047149,15,5,0
NA18534,donor,strict,False,0.03700973069571343,0.005004286712542403,0.032893190947791695,0.04100639713720702,15,5,0
NA18534,haplotype_1,1hop,False,0.04232597497906203,0.004277620306904648,0.03873433518639426,0.045631463020895074,15,5,0
NA18534,haplotype_1,strict,False,0.035934918871701034,0.0034144176447603075,0.03316152014092774,0.03847707962046065,15,5,0
NA18534,haplotype_2,1hop,False,0.04126006197268008,0.007436973694294403,0.03568918612788707,0.04701609271771642,15,5,0
NA18534,haplotype_2,strict,False,0.03646759060922488,0.006036122653271819,0.031468328177273096,0.04132807451642657,15,5,0
NA18939,donor,1hop,False,0.04317836140864401,0.008095694236566583,0.03714573974853823,0.04929411490188009,15,5,0
NA18939,donor,strict,False,0.03677972551091332,0.005173572771014116,0.03212753757424519,0.040944225445417426,15,5,0
NA18939,haplotype_1,1hop,False,0.04204615808765117,0.008240030995893502,0.03618775391198732,0.048503426857832044,15,5,0
NA18939,haplotype_1,strict,False,0.036945494259659824,0.0060054206278192445,0.03217787817133598,0.0419559494453363,15,5,0
NA18939,haplotype_2,1hop,False,0.042436598116614474,0.008964244142243416,0.035312668308938644,0.04884754608888995,15,5,0
NA18939,haplotype_2,strict,False,0.03689928262477205,0.0058393487594547685,0.03141408773722647,0.040948813547935996,15,5,0
NA18989,donor,1hop,False,0.04250741969710202,0.00567337982321453,0.03871636026886828,0.04709858856134159,15,5,0
NA18989,donor,strict,False,0.03546528540131414,0.0037481901992840257,0.03271318965198249,0.03861255273184703,15,5,0
NA18989,haplotype_1,1hop,False,0.042408434754745636,0.0073146173173160665,0.036975036021984174,0.04812602486568883,15,5,0
NA18989,haplotype_1,strict,False,0.036185750579847346,0.006729431670037844,0.030858888286063788,0.04186987512475261,15,5,0
NA18989,haplotype_2,1hop,False,0.041135649759531094,0.004054744794842116,0.03765600975197179,0.04403421639160174,15,5,0
NA18989,haplotype_2,strict,False,0.03422582702021047,0.0023523264897438024,0.03259018195535244,0.036029227526633074,15,5,0
NA19036,donor,1hop,True,0.045844766364108176,0.006189847496664457,0.04167754608695715,0.05042507417789253,15,5,0
NA19036,donor,strict,True,0.04013484094925622,0.0034437972503558564,0.037598530850585,0.042818418648391254,15,5,0
NA19036,haplotype_1,1hop,True,0.0451370535294631,0.006080549256601255,0.041004617230758225,0.04976183883504273,15,5,0
NA19036,haplotype_1,strict,True,0.04009682854892197,0.003926099435276916,0.03715303536504931,0.04329077393259231,15,5,0
NA19036,haplotype_2,1hop,True,0.04454659782767472,0.006721877046776973,0.04011133119470278,0.049726651683067565,15,5,0
NA19036,haplotype_2,strict,True,0.0402763427981455,0.004924184931456314,0.03644459835200206,0.044532630485609535,15,5,0
NA19129,donor,1hop,False,0.046427489256784374,0.004789626849241248,0.04208328175336202,0.049979882957653626,15,5,0
NA19129,donor,strict,False,0.03925933247725754,0.004667251325203233,0.035018689967352815,0.04267644078634124,15,5,0
NA19129,haplotype_1,1hop,False,0.04533192884621793,0.005405889611235203,0.04111053290776512,0.049873513350242975,15,5,0
NA19129,haplotype_1,strict,False,0.03933612447121677,0.005053161357074593,0.035260800204400776,0.043525816223194236,15,5,0
NA19129,haplotype_2,1hop,False,0.046016559947738435,0.0066105178147167175,0.04042075159391432,0.05151206476382593,15,5,0
NA19129,haplotype_2,strict,False,0.03979445850028856,0.006614687922623928,0.03454623719236779,0.04547991869087653,15,5,0
NA19238,donor,1hop,False,0.043979653582566496,0.004676989496707443,0.04168347530513452,0.04723760128123784,15,5,0
NA19238,donor,strict,False,0.03827842143737938,0.0024663461539697167,0.03639128959126784,0.04019011518676872,15,5,0
NA19238,haplotype_1,1hop,False,0.04417472893272232,0.005748412367960136,0.04114797941263548,0.04875791487669935,15,5,0
NA19238,haplotype_1,strict,False,0.0390614062620519,0.004411992209206077,0.035876113614959716,0.0429040969043716,15,5,0
NA19238,haplotype_2,1hop,False,0.04329751327663759,0.005432850414558123,0.039883042794019566,0.04708374148165132,15,5,0
NA19238,haplotype_2,strict,False,0.038161935219906865,0.0035905732683094646,0.0350459020058129,0.04077986184570628,15,5,0
NA19239,donor,1hop,False,0.046186927129194,0.005923789483573344,0.04214234297562098,0.05101656052716445,15,5,0
NA19239,donor,strict,False,0.03986360758977367,0.003935921839052219,0.0370722262895759,0.04335599219482764,15,5,0
NA19239,haplotype_1,1hop,False,0.045974557824310924,0.00684358094231184,0.04073986031363787,0.051981798598933704,15,5,0
NA19239,haplotype_1,strict,False,0.04028919606337804,0.005167811307854159,0.03641254414049211,0.04485973685781301,15,5,0
NA19239,haplotype_2,1hop,False,0.04394488396947674,0.005887250667511057,0.04139724550447766,0.0485800600289902,15,5,0
NA19239,haplotype_2,strict,False,0.03753585403775992,0.00391826782293132,0.03508420592971834,0.04109699773232477,15,5,0
NA19240,donor,1hop,True,0.04577505683647002,0.005387566364001444,0.04235371221922623,0.05020525543087447,15,5,0
NA19240,donor,strict,True,0.038417053711380635,0.0038129380013394213,0.03522043201748361,0.04133896323609569,15,5,0
NA19240,haplotype_1,1hop,True,0.043427196214530735,0.004726889979461618,0.03971901315445593,0.04743571756954292,15,5,0
NA19240,haplotype_1,strict,True,0.036175587986083134,0.0031127884038251734,0.033769393207417155,0.03860456652792237,15,5,0
NA19240,haplotype_2,1hop,True,0.04484418214634858,0.00673306187049513,0.04044177886567086,0.049548996698199566,15,5,0
NA19240,haplotype_2,strict,True,0.03907491589307509,0.005459189613789455,0.034421583522677775,0.04331571171150486,15,5,0
NA19317,donor,1hop,False,0.04701141795215051,0.0069664557872292105,0.04216801061524895,0.05239399258351528,15,5,0
NA19317,donor,strict,False,0.04061308017132439,0.005014637579068618,0.03651762806556629,0.04454330699254191,15,5,0
NA19317,haplotype_1,1hop,False,0.047005367299828196,0.00703041607105294,0.04170512724916145,0.05213632029785335,15,5,0
NA19317,haplotype_1,strict,False,0.04194567339133754,0.00527393650061234,0.037361769409572476,0.04599723404938166,15,5,0
NA19317,haplotype_2,1hop,False,0.044896324598210136,0.006707727254473884,0.04009833117050412,0.05023354495940513,15,5,0
NA19317,haplotype_2,strict,False,0.038913487967039986,0.004696826099759847,0.035130434084657915,0.04266309247017977,15,5,0
NA19331,donor,1hop,False,0.045266739445952935,0.0031414905982667324,0.04265059920903224,0.047672984600374745,15,5,0
NA19331,donor,strict,False,0.038543890107311386,0.0034955606584557803,0.035584323901481696,0.04114828482040782,15,5,0
NA19331,haplotype_1,1hop,False,0.045020073317810536,0.004946429718534406,0.041243680650681305,0.049496848271424636,15,5,0
NA19331,haplotype_1,strict,False,0.03854248512598669,0.003908108984485811,0.035098977978329296,0.04137838041699293,15,5,0
NA19331,haplotype_2,1hop,False,0.043993740950205355,0.00454491899717925,0.04007185142655037,0.04759004294429244,15,5,0
NA19331,haplotype_2,strict,False,0.038859934022205674,0.004602372019400118,0.035138315729934845,0.042643741002414866,15,5,0
NA19347,donor,1hop,False,0.04577134584021611,0.005759781601688846,0.04187701560922635,0.050274860874620755,15,5,0
NA19347,donor,strict,False,0.040086214207256894,0.0027623096241430585,0.038112491708962415,0.04214693210684622,15,5,0
NA19347,haplotype_1,1hop,False,0.045517058280846394,0.007948139599744983,0.03996561240966265,0.0519291738544973,15,5,0
NA19347,haplotype_1,strict,False,0.04033107619296757,0.0043178959070382565,0.03706971152995365,0.04387612892747341,15,5,0
NA19347,haplotype_2,1hop,False,0.043585236864702975,0.003850996951450158,0.041264745118526305,0.04636638846165643,15,5,0
NA19347,haplotype_2,strict,False,0.03884438541096584,0.0029155004972672306,0.03669113030603699,0.041143516252508526,15,5,0
NA19384,donor,1hop,False,0.04505741285237529,0.00413289433446205,0.04270435699175675,0.047884424767550116,15,5,0
NA19384,donor,strict,False,0.03854416273452798,0.003824143654328485,0.035542395928599584,0.041679083326719296,15,5,0
NA19384,haplotype_1,1hop,False,0.04305583991411752,0.007575491826469309,0.03842038285063358,0.048863806427464365,15,5,0
NA19384,haplotype_1,strict,False,0.037440915645103566,0.007001912642579527,0.03185062669842387,0.04337689541708029,15,5,0
NA19384,haplotype_2,1hop,False,0.04384021828491069,0.0018991249458643914,0.04240186601430891,0.04518717871140227,15,5,0
NA19384,haplotype_2,strict,False,0.03869498644659543,0.00207908405831914,0.037522236233492025,0.04007288812743694,15,5,0
NA19434,donor,1hop,False,0.044675560864645386,0.0035527058935111277,0.04227099818377993,0.0470428697281539,15,5,0
NA19434,donor,strict,False,0.038237401302674695,0.002449254393770173,0.03622902209281346,0.03994832055532942,15,5,0
NA19434,haplotype_1,1hop,False,0.04438116540028637,0.004544443701023244,0.04144667365133996,0.047283116217101476,15,5,0
NA19434,haplotype_1,strict,False,0.03867094960401573,0.0032735129676768142,0.0357202403036362,0.04084530058214068,15,5,0
NA19434,haplotype_2,1hop,False,0.04293808146253084,0.00473696996040331,0.0396858395622966,0.04732938174189539,15,5,0
NA19434,haplotype_2,strict,False,0.0371551073831285,0.0044034357168718724,0.03391669819144697,0.0408907306696717,15,5,0
NA19650,donor,1hop,False,0.04108173879918658,0.007244652737019524,0.03570344556493463,0.04671230868762903,15,5,0
NA19650,donor,strict,False,0.03581027548798934,0.005265560178871141,0.031583522082639634,0.04002889548272737,15,5,0
NA19650,haplotype_1,1hop,False,0.040693932334734714,0.008925577104962624,0.03420760002029936,0.04784142195947872,15,5,0
NA19650,haplotype_1,strict,False,0.03504259894782346,0.006845233279261176,0.029670759114237458,0.040792950029789374,15,5,0
NA19650,haplotype_2,1hop,False,0.03755118857213128,0.00399092789353189,0.0342649865830379,0.04065270752409281,15,5,0
NA19650,haplotype_2,strict,False,0.03341634320596157,0.0033947760485508907,0.030683430742985428,0.03611594708881146,15,5,0
NA19705,donor,1hop,False,0.04402759658713055,0.005363682917681445,0.040238037297084646,0.0481920723247603,15,5,0
NA19705,donor,strict,False,0.037912857379409685,0.004343882676667135,0.03443870249368681,0.04142498238396706,15,5,0
NA19705,haplotype_1,1hop,False,0.043527794361794304,0.007777846785349188,0.038228860285369315,0.04959893881633803,15,5,0
NA19705,haplotype_1,strict,False,0.03891883022934899,0.005818333523771432,0.03425227775180578,0.043748572052100976,15,5,0
NA19705,haplotype_2,1hop,False,0.04312515772284126,0.003932569912227229,0.04007864332557247,0.04627450123510415,15,5,0
NA19705,haplotype_2,strict,False,0.037049185120989724,0.0042489484198513375,0.03361761021184008,0.04036460099129223,15,5,0
NA19836,donor,1hop,False,0.04598027050684847,0.004348674876409333,0.04233343942501858,0.04876262168037159,15,5,0
NA19836,donor,strict,False,0.0408599290879461,0.00370649707580705,0.037690501264813915,0.043404546408364844,15,5,0
NA19836,haplotype_1,1hop,False,0.046681736580212775,0.006871544892980338,0.04158031950362759,0.05201318904577005,15,5,0
NA19836,haplotype_1,strict,False,0.04151142593699685,0.005648241378631017,0.03714998715604881,0.04641216388164935,15,5,0
NA19836,haplotype_2,1hop,False,0.04394511588150853,0.004583177050007083,0.039912259700084746,0.04734539652047913,15,5,0
NA19836,haplotype_2,strict,False,0.0396156076897217,0.006269431588319551,0.03462810787235197,0.044817010833724795,15,5,0
NA19983,donor,1hop,False,0.04335166130190922,0.004427090634679672,0.040222727798450875,0.046847598552752466,15,5,0
NA19983,donor,strict,False,0.037461152399524654,0.003352482217037245,0.034929430892904643,0.04020521174582983,15,5,0
NA19983,haplotype_1,1hop,False,0.04219154566412999,0.003522161013799149,0.03968620520439825,0.04539654465122889,15,5,0
NA19983,haplotype_1,strict,False,0.03627254046601897,0.0024930449094903847,0.034561765681509794,0.03815705479600738,15,5,0
NA19983,haplotype_2,1hop,False,0.04222141080159136,0.00555838938125816,0.03835535621120926,0.04625826934724493,15,5,0
NA19983,haplotype_2,strict,False,0.037991400642481674,0.0048274919248047134,0.03406709250271269,0.04182219129494841,15,5,0
NA20355,donor,1hop,False,0.04492057335583168,0.004007581286724637,0.041542795221867934,0.048115912844695206,15,5,0
NA20355,donor,strict,False,0.037418320799650136,0.002779182625845969,0.03503473114128206,0.03927249126955916,15,5,0
NA20355,haplotype_1,1hop,False,0.04232960196022629,0.006197545795445418,0.03733492458371747,0.04740826477554545,15,5,0
NA20355,haplotype_1,strict,False,0.036284866589032065,0.0032764594002052845,0.03375874316597904,0.038982182284189,15,5,0
NA20355,haplotype_2,1hop,False,0.044064308180984814,0.0043249686526623116,0.04005233118045826,0.047094942563385644,15,5,0
NA20355,haplotype_2,strict,False,0.036575172885949685,0.004543298582875698,0.03283171910688681,0.04025225649247579,15,5,0
NA20509,donor,1hop,False,0.04095926824193213,0.0052105817459855205,0.036817791627083755,0.04520970620398478,15,5,0
NA20509,donor,strict,False,0.034471733004787126,0.004318546579200264,0.031008265766433382,0.037871165225961116,15,5,0
NA20509,haplotype_1,1hop,False,0.040091137581795014,0.007047192633881379,0.034592339679863304,0.04599285155052068,15,5,0
NA20509,haplotype_1,strict,False,0.03346745356299594,0.006477812931103575,0.028147281606353408,0.03874189334909202,15,5,0
NA20509,haplotype_2,1hop,False,0.039014789902046064,0.004555496802669443,0.035599281539779974,0.04275280162064898,15,5,0
NA20509,haplotype_2,strict,False,0.034481972990743265,0.003859375226265324,0.031180555444672502,0.03744706947019646,15,5,0
NA20847,donor,1hop,False,0.04128368225468328,0.005060909378909172,0.0372087432466736,0.04544679133305691,15,5,0
NA20847,donor,strict,False,0.03431424854325635,0.003441502741268018,0.03163417662639951,0.037117926813889555,15,5,0
NA20847,haplotype_1,1hop,False,0.039149448913412516,0.005646466712656392,0.03393483631485592,0.04350732352080408,15,5,0
NA20847,haplotype_1,strict,False,0.03288717288938936,0.004175456200879314,0.029125332144675838,0.03587716709062507,15,5,0
NA20847,haplotype_2,1hop,False,0.041094690120188924,0.005716814064738536,0.03647320813442102,0.04579145783367033,15,5,0
NA20847,haplotype_2,strict,False,0.034557730760850995,0.004879795501345973,0.03078109287765691,0.038713637002533836,15,5,0
NA21487,donor,1hop,False,0.04280574124181786,0.004239009741176594,0.03974326435777469,0.04621334049385289,15,5,0
NA21487,donor,strict,False,0.03664916957313331,0.002630091641378032,0.034571537342081585,0.03858389137084425,15,5,0
NA21487,haplotype_1,1hop,False,0.042239788184510046,0.006537143686888781,0.037554086122537376,0.047270703650024545,15,5,0
NA21487,haplotype_1,strict,False,0.03796177289110916,0.0053987976675675745,0.033547246419822964,0.04233298084567082,15,5,0
NA21487,haplotype_2,1hop,False,0.04269736414848122,0.004607101873899986,0.03908126172983982,0.04653682566428703,15,5,0
NA21487,haplotype_2,strict,False,0.037120278882974526,0.003990307187529421,0.03383552315344526,0.04041927503105838,15,5,0
NA24385,donor,1hop,True,0.04126922800800282,0.006086513761742845,0.03735085572701043,0.04578547524886663,15,5,0
NA24385,donor,strict,True,0.03592894431124968,0.003966271447914679,0.03268733749336184,0.03894801990041652,15,5,0
NA24385,haplotype_1,1hop,True,0.03961537264314572,0.006796558425875057,0.03499434427917249,0.04504300144951072,15,5,0
NA24385,haplotype_1,strict,True,0.03505618592100206,0.00371927874589498,0.03215862293546622,0.03814278428457651,15,5,0
NA24385,haplotype_2,1hop,True,0.0420511383069955,0.006880936882728712,0.03731757830725442,0.04729840284664861,15,5,0
NA24385,haplotype_2,strict,True,0.03726654955428024,0.007064581022996848,0.03130580701103097,0.042827948557564464,15,5,0
