context,stratum,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs,auprc_C_S,auprc_C_S_T,n_test_mean,positive_prevalence_mean
1hop,high,0.00019128391185932643,0.0030016167664840164,-0.0020041095500327004,0.0019454666921294192,15,5,0,0.5858842545104945,0.5860755384223537,18784.0,0.44075739438549205
1hop,low,0.0008188009294195238,0.0035462595872412955,-0.0016601966391893873,0.003067083875134615,15,5,0,0.49684122835462635,0.49766002928404574,12752.8,0.3362377030180592
1hop,medium,-0.002013724721257108,0.0029163171615185857,-0.0041618586919283124,-0.00020872825054386616,15,5,0,0.5630881912229397,0.5610744665016827,15409.8,0.3908689395953433
strict,high,-0.0005279909052217868,0.0017247367280826104,-0.0018040075697289023,0.0007971981413648939,15,5,0,0.5858842545104945,0.5853562636052728,18784.0,0.44075739438549205
strict,low,-0.0008496973128324425,0.004029592840331406,-0.0039211284800508206,0.0021951553663538833,15,5,0,0.49684122835462635,0.49599153104179383,12752.8,0.3362377030180592
strict,medium,-0.0014638575535722417,0.004217240624802738,-0.003913717947153395,0.0010252963789721369,15,5,0,0.5630881912229397,0.5616243336693676,15409.8,0.3908689395953433
