context,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,Delta_T_given_C_S,-9.16151971869635e-05,0.001962686357877763,-0.0015693035299926869,0.0011125694843383822,15,5,0
1hop,Delta_S_given_C_T,0.1364370636962419,0.013685720017049562,0.12592978152095669,0.14788549198317943,15,5,0
strict,Delta_T_given_C_S,-0.0007778805504601046,0.0014548406862684615,-0.001682957307725707,0.00012645540266959337,15,5,0
strict,Delta_S_given_C_T,0.13880292732139352,0.015577119431578251,0.12908932380609112,0.1532895609537054,15,5,0
