family,stratum,context,mean_n,mean_prevalence,sufficiently_powered,metric,p_fold_signflip,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs,q_bh
carrier_frequency,singleton_AC1,strict,9408.6,0.6220111254996018,True,normalized_ap,0.0625,0.08896567001072132,0.009004402771042197,0.08155070758442122,0.09573967172359948,15,5,0,0.0625
carrier_frequency,singleton_AC1,strict,9408.6,0.6220111254996018,True,balanced_accuracy,0.0625,0.05438114710310989,0.009043182212957954,0.046784367845042474,0.061510243790244695,15,5,0,0.0625
carrier_frequency,singleton_AC1,strict,9408.6,0.6220111254996018,True,f1,0.0625,0.01916509747123545,0.0031011507848281846,0.016742987889747856,0.021550442498814423,15,5,0,0.0625
carrier_frequency,singleton_AC1,strict,9408.6,0.6220111254996018,True,precision,0.0625,0.03471204264129547,0.007365178668959801,0.02872220137377995,0.04054592920060993,15,5,0,0.0625
carrier_frequency,singleton_AC1,strict,9408.6,0.6220111254996018,True,recall,0.1875,-0.010686130454641056,0.016873826787935968,-0.023373852120231697,0.0030897889732861114,15,5,0,0.375
complexity,high,1hop,20448.6,0.6271788721074114,True,auprc,0.0625,0.03362162779540326,0.003684711848970062,0.03041818816691675,0.03634838665549539,15,5,0,0.0625
complexity,high,1hop,20448.6,0.6271788721074114,True,auroc,0.0625,0.05590779045459886,0.004790281007436791,0.05215991124408922,0.059971742772381056,15,5,0,0.0625
complexity,high,1hop,20448.6,0.6271788721074114,True,normalized_ap,0.0625,0.09015293565808351,0.009262146802799177,0.08228910700824385,0.09724567884891534,15,5,0,0.0625
complexity,high,1hop,20448.6,0.6271788721074114,True,balanced_accuracy,0.0625,0.07352425523681513,0.013135798061612587,0.06249902744316318,0.08300357578414272,15,5,0,0.0625
complexity,high,1hop,20448.6,0.6271788721074114,True,f1,0.0625,0.030096736484014334,0.0046369763419842345,0.026653309148559196,0.03423754505196147,15,5,0,0.0625
complexity,high,1hop,20448.6,0.6271788721074114,True,precision,0.0625,0.0477606549493347,0.010396769375246903,0.039241988625916414,0.05530290416222342,15,5,0,0.0625
complexity,high,1hop,20448.6,0.6271788721074114,True,recall,0.875,-0.0017647463940147232,0.024324752573647333,-0.01947968032053027,0.01963153586626877,15,5,0,1.0
complexity,high,strict,20448.6,0.6271788721074114,True,auprc,0.0625,0.03021248236793396,0.0025068856144086983,0.028211940603009193,0.03217313431399359,15,5,0,0.0625
complexity,high,strict,20448.6,0.6271788721074114,True,auroc,0.0625,0.047372985497890915,0.004227620721747123,0.04421203436026351,0.05116541449735693,15,5,0,0.0625
complexity,high,strict,20448.6,0.6271788721074114,True,normalized_ap,0.0625,0.08115043912224287,0.007635171633451735,0.07494348211690455,0.08715476993856303,15,5,0,0.0625
complexity,high,strict,20448.6,0.6271788721074114,True,balanced_accuracy,0.0625,0.06472607184757813,0.010260438469287349,0.05765873156929744,0.07277081751396526,15,5,0,0.0625
complexity,high,strict,20448.6,0.6271788721074114,True,f1,0.0625,0.025779745721290145,0.003446334058164725,0.023386201731962472,0.028998195997161833,15,5,0,0.0625
complexity,high,strict,20448.6,0.6271788721074114,True,precision,0.0625,0.042089089945175864,0.008927020323842207,0.03610509767553188,0.04918560119593733,15,5,0,0.0625
complexity,high,strict,20448.6,0.6271788721074114,True,recall,0.625,-0.0036517193762552877,0.021356848453388276,-0.02003792453928953,0.014038209002217236,15,5,0,0.75
complexity,low,1hop,6393.6,0.6573434361868639,True,auprc,0.0625,0.049858036181930625,0.01477084054287634,0.041801177870865486,0.061598575897949794,15,5,0,0.0625
complexity,low,1hop,6393.6,0.6573434361868639,True,auroc,0.0625,0.07211791077605492,0.012676446752256947,0.06557821732423837,0.08121346398559248,15,5,0,0.0625
complexity,low,1hop,6393.6,0.6573434361868639,True,normalized_ap,0.0625,0.14456421163551564,0.036933181640750615,0.12551101209171536,0.1732782259748436,15,5,0,0.0625
complexity,low,1hop,6393.6,0.6573434361868639,True,balanced_accuracy,0.0625,0.09284976049857084,0.014962313724739516,0.08077650137859331,0.10476304140730583,15,5,0,0.0625
complexity,low,1hop,6393.6,0.6573434361868639,True,f1,0.0625,0.037253046206849966,0.004544658766043984,0.033607870118003126,0.04095790638115439,15,5,0,0.0625
complexity,low,1hop,6393.6,0.6573434361868639,True,precision,0.0625,0.06188165990234465,0.011425227062946552,0.05264766772299465,0.07079839387753917,15,5,0,0.0625
complexity,low,1hop,6393.6,0.6573434361868639,True,recall,1.0,-0.0007166577412265044,0.009094812700013246,-0.006736648173283461,0.00726440725112476,15,5,0,1.0
complexity,low,strict,6393.6,0.6573434361868639,True,auprc,0.0625,0.04192572431715371,0.011614741084338813,0.03315485587375667,0.05244438027087367,15,5,0,0.0625
complexity,low,strict,6393.6,0.6573434361868639,True,auroc,0.0625,0.056406731620621264,0.007823407070078673,0.050769077102011395,0.06346555931427367,15,5,0,0.0625
complexity,low,strict,6393.6,0.6573434361868639,True,normalized_ap,0.0625,0.12128402615099756,0.02806219706776841,0.09956665430477374,0.1462499658159745,15,5,0,0.0625
complexity,low,strict,6393.6,0.6573434361868639,True,balanced_accuracy,0.0625,0.0633746765358322,0.01179846643236107,0.05376877984353217,0.07293396373752525,15,5,0,0.0625
