sample,unit,context,in_hprc,mean_n,mean_prevalence,metric,feature_set,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
HG01457,haplotype_2,strict,False,3392.6,0.619199652836965,auroc,coordinate_plus_frozen_sequence_fm,0.8702803528281279,0.00951418352402729,0.8620572837181888,0.8773884991680052,15,5,0
HG01457,haplotype_2,strict,False,3392.6,0.619199652836965,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9169916616225187,0.009419604666494536,0.9091293564612405,0.924463817513205,15,5,0
HG01505,donor,1hop,False,5219.4,0.6244916063950086,auprc,coordinate_plus_frozen_sequence_fm,0.9066123737965796,0.010441462272168673,0.8979037174166441,0.915321030176515,15,5,0
HG01505,donor,1hop,False,5219.4,0.6244916063950086,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9474217903250163,0.00647011279425221,0.9422137642602557,0.9524833634785164,15,5,0
HG01505,donor,1hop,False,5219.4,0.6244916063950086,auroc,coordinate_plus_frozen_sequence_fm,0.8599071539717423,0.009764871874353027,0.8516978904014226,0.8681164175420623,15,5,0
HG01505,donor,1hop,False,5219.4,0.6244916063950086,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9192905809062478,0.0069050304237301624,0.9135964559792231,0.9245675389427629,15,5,0
HG01505,donor,strict,False,5219.4,0.6244916063950086,auprc,coordinate_plus_frozen_sequence_fm,0.9066123737965796,0.010441462272168673,0.8979037174166441,0.915321030176515,15,5,0
HG01505,donor,strict,False,5219.4,0.6244916063950086,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9414472688521113,0.00768933872498101,0.9349906158308903,0.9476630051731477,15,5,0
HG01505,donor,strict,False,5219.4,0.6244916063950086,auroc,coordinate_plus_frozen_sequence_fm,0.8599071539717423,0.009764871874353027,0.8516978904014226,0.8681164175420623,15,5,0
HG01505,donor,strict,False,5219.4,0.6244916063950086,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.908563000399817,0.009056686157357146,0.9008183816418361,0.9157352533798097,15,5,0
HG01505,haplotype_1,1hop,False,3365.4,0.6245752408353904,auprc,coordinate_plus_frozen_sequence_fm,0.9135662766640705,0.01113062345612224,0.904368802137409,0.922763751190732,15,5,0
HG01505,haplotype_1,1hop,False,3365.4,0.6245752408353904,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9524905444685767,0.0066887630118181675,0.9469963650744567,0.9578664226366078,15,5,0
HG01505,haplotype_1,1hop,False,3365.4,0.6245752408353904,auroc,coordinate_plus_frozen_sequence_fm,0.8710251647256886,0.01054476818209432,0.8621394131814072,0.8799109162699702,15,5,0
HG01505,haplotype_1,1hop,False,3365.4,0.6245752408353904,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9274685843140238,0.007481525321087609,0.9212473827927367,0.933476004911584,15,5,0
HG01505,haplotype_1,strict,False,3365.4,0.6245752408353904,auprc,coordinate_plus_frozen_sequence_fm,0.9135662766640705,0.01113062345612224,0.904368802137409,0.922763751190732,15,5,0
HG01505,haplotype_1,strict,False,3365.4,0.6245752408353904,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9478969708337123,0.008769682458296547,0.9404538963077845,0.9548116060058972,15,5,0
HG01505,haplotype_1,strict,False,3365.4,0.6245752408353904,auroc,coordinate_plus_frozen_sequence_fm,0.8710251647256886,0.01054476818209432,0.8621394131814072,0.8799109162699702,15,5,0
HG01505,haplotype_1,strict,False,3365.4,0.6245752408353904,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9186170306925979,0.009687789521237609,0.9102294558595228,0.9264112419611354,15,5,0
HG01505,haplotype_2,1hop,False,3453.6,0.6286401762209698,auprc,coordinate_plus_frozen_sequence_fm,0.9152628287712592,0.009193530613138027,0.9075678724603207,0.9229577850821982,15,5,0
HG01505,haplotype_2,1hop,False,3453.6,0.6286401762209698,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9547813544186554,0.0056327502196441195,0.9507340326916079,0.9593401248522059,15,5,0
HG01505,haplotype_2,1hop,False,3453.6,0.6286401762209698,auroc,coordinate_plus_frozen_sequence_fm,0.8715386055901251,0.005839411785329126,0.8660857094033674,0.8759580100794854,15,5,0
HG01505,haplotype_2,1hop,False,3453.6,0.6286401762209698,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9292668195660401,0.005471470330809511,0.925187996279151,0.9336115349074385,15,5,0
HG01505,haplotype_2,strict,False,3453.6,0.6286401762209698,auprc,coordinate_plus_frozen_sequence_fm,0.9152628287712592,0.009193530613138027,0.9075678724603207,0.9229577850821982,15,5,0
HG01505,haplotype_2,strict,False,3453.6,0.6286401762209698,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9487070042384915,0.006085126576096809,0.9439808767575554,0.9538063316507669,15,5,0
HG01505,haplotype_2,strict,False,3453.6,0.6286401762209698,auroc,coordinate_plus_frozen_sequence_fm,0.8715386055901251,0.005839411785329126,0.8660857094033674,0.8759580100794854,15,5,0
HG01505,haplotype_2,strict,False,3453.6,0.6286401762209698,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9186157799727053,0.0064585294468347985,0.913273447530878,0.9236653356292044,15,5,0
HG01573,donor,1hop,False,5144.2,0.622213481280003,auprc,coordinate_plus_frozen_sequence_fm,0.9059970750608506,0.012294564585511166,0.8954278653480632,0.9161712881908723,15,5,0
HG01573,donor,1hop,False,5144.2,0.622213481280003,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9465829467331341,0.007729774388036016,0.9397136773011483,0.9519689011930212,15,5,0
HG01573,donor,1hop,False,5144.2,0.622213481280003,auroc,coordinate_plus_frozen_sequence_fm,0.8600563796858027,0.009358765621687191,0.8523189342449956,0.8672998646874799,15,5,0
HG01573,donor,1hop,False,5144.2,0.622213481280003,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9193851121751202,0.008267707719611607,0.91202872959527,0.9251478568764079,15,5,0
HG01573,donor,strict,False,5144.2,0.622213481280003,auprc,coordinate_plus_frozen_sequence_fm,0.9059970750608506,0.012294564585511166,0.8954278653480632,0.9161712881908723,15,5,0
HG01573,donor,strict,False,5144.2,0.622213481280003,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9409505202275807,0.009211940597587969,0.9330639388387336,0.948331661379093,15,5,0
HG01573,donor,strict,False,5144.2,0.622213481280003,auroc,coordinate_plus_frozen_sequence_fm,0.8600563796858027,0.009358765621687191,0.8523189342449956,0.8672998646874799,15,5,0
HG01573,donor,strict,False,5144.2,0.622213481280003,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9088249855953067,0.010632384377730942,0.8993845706980497,0.9170165910445897,15,5,0
HG01573,haplotype_1,1hop,False,3472.4,0.6225393079627803,auprc,coordinate_plus_frozen_sequence_fm,0.9127370903241788,0.007883751134192775,0.9059796982589648,0.9194944823893928,15,5,0
HG01573,haplotype_1,1hop,False,3472.4,0.6225393079627803,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9528268811567303,0.004296759074984666,0.9494259486265791,0.9563673920253993,15,5,0
HG01573,haplotype_1,1hop,False,3472.4,0.6225393079627803,auroc,coordinate_plus_frozen_sequence_fm,0.8714914477584205,0.0025381211003805333,0.869493615795541,0.8734892797212997,15,5,0
HG01573,haplotype_1,1hop,False,3472.4,0.6225393079627803,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.928698957761127,0.004216998316262007,0.9253864223017568,0.9321246137745925,15,5,0
HG01573,haplotype_1,strict,False,3472.4,0.6225393079627803,auprc,coordinate_plus_frozen_sequence_fm,0.9127370903241788,0.007883751134192775,0.9059796982589648,0.9194944823893928,15,5,0
HG01573,haplotype_1,strict,False,3472.4,0.6225393079627803,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9476116595005699,0.00511288825599625,0.943420378720594,0.9517410679740388,15,5,0
HG01573,haplotype_1,strict,False,3472.4,0.6225393079627803,auroc,coordinate_plus_frozen_sequence_fm,0.8714914477584205,0.0025381211003805333,0.869493615795541,0.8734892797212997,15,5,0
HG01573,haplotype_1,strict,False,3472.4,0.6225393079627803,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9192392999073186,0.005249536312967607,0.9148542146600827,0.9233618559837952,15,5,0
HG01573,haplotype_2,1hop,False,3462.6,0.6231990293393536,auprc,coordinate_plus_frozen_sequence_fm,0.9134534460919793,0.014988479424585548,0.9004581926526396,0.9254050988650762,15,5,0
HG01573,haplotype_2,1hop,False,3462.6,0.6231990293393536,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9536226906175955,0.009641191547916051,0.9447983479144726,0.9595987428370669,15,5,0
HG01573,haplotype_2,1hop,False,3462.6,0.6231990293393536,auroc,coordinate_plus_frozen_sequence_fm,0.872450108314154,0.014185973370513963,0.8611169396166389,0.8832014664840564,15,5,0
HG01573,haplotype_2,1hop,False,3462.6,0.6231990293393536,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9289939854872515,0.010448703441255446,0.9196826181858244,0.9364738906131387,15,5,0
HG01573,haplotype_2,strict,False,3462.6,0.6231990293393536,auprc,coordinate_plus_frozen_sequence_fm,0.9134534460919793,0.014988479424585548,0.9004581926526396,0.9254050988650762,15,5,0
HG01573,haplotype_2,strict,False,3462.6,0.6231990293393536,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.948160258228265,0.010164701696214461,0.9393139227575479,0.9561916347253525,15,5,0
HG01573,haplotype_2,strict,False,3462.6,0.6231990293393536,auroc,coordinate_plus_frozen_sequence_fm,0.872450108314154,0.014185973370513963,0.8611169396166389,0.8832014664840564,15,5,0
HG01573,haplotype_2,strict,False,3462.6,0.6231990293393536,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9193947495311404,0.012385557738282978,0.9087173235775341,0.9289041087122648,15,5,0
HG01596,donor,1hop,False,5176.6,0.6241101222962417,auprc,coordinate_plus_frozen_sequence_fm,0.9038424761815844,0.01699302411925986,0.888114224528724,0.9168093758907842,15,5,0
HG01596,donor,1hop,False,5176.6,0.6241101222962417,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9454229436966372,0.010862469377305728,0.936235362842627,0.9531772066145573,15,5,0
HG01596,donor,1hop,False,5176.6,0.6241101222962417,auroc,coordinate_plus_frozen_sequence_fm,0.8569639012927681,0.016789032862539518,0.8417707541637894,0.8698642331791117,15,5,0
HG01596,donor,1hop,False,5176.6,0.6241101222962417,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9165181814594398,0.011666214381376707,0.9066662927732086,0.925421836378331,15,5,0
HG01596,donor,strict,False,5176.6,0.6241101222962417,auprc,coordinate_plus_frozen_sequence_fm,0.9038424761815844,0.01699302411925986,0.888114224528724,0.9168093758907842,15,5,0
HG01596,donor,strict,False,5176.6,0.6241101222962417,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9396335049156535,0.011686635698677892,0.9292203576918385,0.9486477104190864,15,5,0
HG01596,donor,strict,False,5176.6,0.6241101222962417,auroc,coordinate_plus_frozen_sequence_fm,0.8569639012927681,0.016789032862539518,0.8417707541637894,0.8698642331791117,15,5,0
HG01596,donor,strict,False,5176.6,0.6241101222962417,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9057512030936778,0.014146824246947657,0.8933625612476499,0.9170486974789382,15,5,0
HG01596,haplotype_1,1hop,False,3405.2,0.6242214944871473,auprc,coordinate_plus_frozen_sequence_fm,0.907520971442748,0.016952358818624936,0.8918940272698699,0.9206640052435758,15,5,0
HG01596,haplotype_1,1hop,False,3405.2,0.6242214944871473,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9520063433078981,0.010955448975450623,0.942911834150951,0.959930879902041,15,5,0
HG01596,haplotype_1,1hop,False,3405.2,0.6242214944871473,auroc,coordinate_plus_frozen_sequence_fm,0.8639694272465819,0.01600193644873948,0.8486785660071761,0.8755609800915829,15,5,0
HG01596,haplotype_1,1hop,False,3405.2,0.6242214944871473,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9249301786398619,0.010490933546513308,0.9160096039981017,0.9327156303868096,15,5,0
HG01596,haplotype_1,strict,False,3405.2,0.6242214944871473,auprc,coordinate_plus_frozen_sequence_fm,0.907520971442748,0.016952358818624936,0.8918940272698699,0.9206640052435758,15,5,0
HG01596,haplotype_1,strict,False,3405.2,0.6242214944871473,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9447162092267571,0.011514409763658627,0.9351952490546246,0.9539203164885773,15,5,0
HG01596,haplotype_1,strict,False,3405.2,0.6242214944871473,auroc,coordinate_plus_frozen_sequence_fm,0.8639694272465819,0.01600193644873948,0.8486785660071761,0.8755609800915829,15,5,0
HG01596,haplotype_1,strict,False,3405.2,0.6242214944871473,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9134444857882998,0.012790107465370003,0.902598163634851,0.923761415980264,15,5,0
HG01596,haplotype_2,1hop,False,3502.2,0.6224749043369936,auprc,coordinate_plus_frozen_sequence_fm,0.9121746708222812,0.014802867251400006,0.8990883686881969,0.9235139767088404,15,5,0
HG01596,haplotype_2,1hop,False,3502.2,0.6224749043369936,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9507426417935032,0.008907092526123546,0.9431271492510643,0.9566748526471857,15,5,0
HG01596,haplotype_2,1hop,False,3502.2,0.6224749043369936,auroc,coordinate_plus_frozen_sequence_fm,0.8702327575304231,0.012622681332326035,0.8586661697987397,0.8800219645515008,15,5,0
HG01596,haplotype_2,1hop,False,3502.2,0.6224749043369936,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9260806913068904,0.00848420442086805,0.9189742980310254,0.9321889544755168,15,5,0
HG01596,haplotype_2,strict,False,3502.2,0.6224749043369936,auprc,coordinate_plus_frozen_sequence_fm,0.9121746708222812,0.014802867251400006,0.8990883686881969,0.9235139767088404,15,5,0
HG01596,haplotype_2,strict,False,3502.2,0.6224749043369936,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9470483836429197,0.01002453238670316,0.9377341410325162,0.9542138895655409,15,5,0
HG01596,haplotype_2,strict,False,3502.2,0.6224749043369936,auroc,coordinate_plus_frozen_sequence_fm,0.8702327575304231,0.012622681332326035,0.8586661697987397,0.8800219645515008,15,5,0
HG01596,haplotype_2,strict,False,3502.2,0.6224749043369936,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9175311366037688,0.011064753599568813,0.9072526755978186,0.9256401683441192,15,5,0
HG01890,donor,1hop,False,6034.4,0.6094131134490598,auprc,coordinate_plus_frozen_sequence_fm,0.8965025278923948,0.012668709085259426,0.8860135141405131,0.9069915416442765,15,5,0
HG01890,donor,1hop,False,6034.4,0.6094131134490598,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9417072697916139,0.007661049410029172,0.9353777045794462,0.9475829826301805,15,5,0
HG01890,donor,1hop,False,6034.4,0.6094131134490598,auroc,coordinate_plus_frozen_sequence_fm,0.8572522491061931,0.011428454097747585,0.8476264051266766,0.8668780930857098,15,5,0
HG01890,donor,1hop,False,6034.4,0.6094131134490598,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9166151201998793,0.00720892055628392,0.9107676284682297,0.9222975637960257,15,5,0
HG01890,donor,strict,False,6034.4,0.6094131134490598,auprc,coordinate_plus_frozen_sequence_fm,0.8965025278923948,0.012668709085259426,0.8860135141405131,0.9069915416442765,15,5,0
HG01890,donor,strict,False,6034.4,0.6094131134490598,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9347256837590657,0.008932091700532442,0.9274341279207033,0.9419786945285535,15,5,0
HG01890,donor,strict,False,6034.4,0.6094131134490598,auroc,coordinate_plus_frozen_sequence_fm,0.8572522491061931,0.011428454097747585,0.8476264051266766,0.8668780930857098,15,5,0
HG01890,donor,strict,False,6034.4,0.6094131134490598,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9051779944535736,0.008279786820124226,0.8982226742624448,0.9118518063835552,15,5,0
HG01890,haplotype_1,1hop,False,3806.4,0.6082819650758867,auprc,coordinate_plus_frozen_sequence_fm,0.9046179026799138,0.013735399272706552,0.8932808726531055,0.9159549327067221,15,5,0
HG01890,haplotype_1,1hop,False,3806.4,0.6082819650758867,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9488375033516623,0.008027894844524142,0.9423363409917909,0.9549132260689122,15,5,0
HG01890,haplotype_1,1hop,False,3806.4,0.6082819650758867,auroc,coordinate_plus_frozen_sequence_fm,0.8700407073252007,0.011046494736046897,0.8609408893383569,0.87913096976147,15,5,0
HG01890,haplotype_1,1hop,False,3806.4,0.6082819650758867,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9272152190639642,0.006587046760085273,0.9218349411101415,0.9319300867886465,15,5,0
HG01890,haplotype_1,strict,False,3806.4,0.6082819650758867,auprc,coordinate_plus_frozen_sequence_fm,0.9046179026799138,0.013735399272706552,0.8932808726531055,0.9159549327067221,15,5,0
HG01890,haplotype_1,strict,False,3806.4,0.6082819650758867,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9432417725323919,0.008635290398358716,0.9360950872461579,0.9501733908285719,15,5,0
HG01890,haplotype_1,strict,False,3806.4,0.6082819650758867,auroc,coordinate_plus_frozen_sequence_fm,0.8700407073252007,0.011046494736046897,0.8609408893383569,0.87913096976147,15,5,0
HG01890,haplotype_1,strict,False,3806.4,0.6082819650758867,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9175737981950891,0.007889762661812972,0.9109028353056022,0.9238294290302392,15,5,0
HG01890,haplotype_2,1hop,False,3726.2,0.6142683971757563,auprc,coordinate_plus_frozen_sequence_fm,0.9035075535934791,0.011791052838748765,0.8937719860094104,0.9132431211775475,15,5,0
HG01890,haplotype_2,1hop,False,3726.2,0.6142683971757563,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9467067664868408,0.005937942762258043,0.9418425390293906,0.9514358540944202,15,5,0
HG01890,haplotype_2,1hop,False,3726.2,0.6142683971757563,auroc,coordinate_plus_frozen_sequence_fm,0.8659921536286428,0.010525654042821167,0.8566902285840677,0.8745687120000089,15,5,0
HG01890,haplotype_2,1hop,False,3726.2,0.6142683971757563,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9225726794986028,0.005813509297598114,0.9178333196597617,0.9270459707761771,15,5,0
HG01890,haplotype_2,strict,False,3726.2,0.6142683971757563,auprc,coordinate_plus_frozen_sequence_fm,0.9035075535934791,0.011791052838748765,0.8937719860094104,0.9132431211775475,15,5,0
HG01890,haplotype_2,strict,False,3726.2,0.6142683971757563,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9399647226432484,0.00792418276713487,0.9334179624855696,0.9463911755399352,15,5,0
HG01890,haplotype_2,strict,False,3726.2,0.6142683971757563,auroc,coordinate_plus_frozen_sequence_fm,0.8659921536286428,0.010525654042821167,0.8566902285840677,0.8745687120000089,15,5,0
HG01890,haplotype_2,strict,False,3726.2,0.6142683971757563,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9119051848422485,0.007311264444154167,0.9055847285361783,0.9177244993126251,15,5,0
HG02011,donor,1hop,False,6087.0,0.6121899290159083,auprc,coordinate_plus_frozen_sequence_fm,0.8950734109547837,0.012831909019160561,0.8843606960429774,0.9053325838883605,15,5,0
HG02011,donor,1hop,False,6087.0,0.6121899290159083,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9399405944763061,0.008613766774130465,0.9326142857801434,0.9466734530559615,15,5,0
HG02011,donor,1hop,False,6087.0,0.6121899290159083,auroc,coordinate_plus_frozen_sequence_fm,0.8542226631705035,0.010812209909771478,0.8451529071952533,0.8632924191457537,15,5,0
HG02011,donor,1hop,False,6087.0,0.6121899290159083,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9145806117637283,0.008090325393128962,0.9079366212864638,0.92118375502188,15,5,0
HG02011,donor,strict,False,6087.0,0.6121899290159083,auprc,coordinate_plus_frozen_sequence_fm,0.8950734109547837,0.012831909019160561,0.8843606960429774,0.9053325838883605,15,5,0
HG02011,donor,strict,False,6087.0,0.6121899290159083,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9329851027437595,0.01072596732615748,0.9242932825849481,0.9416166696494291,15,5,0
HG02011,donor,strict,False,6087.0,0.6121899290159083,auroc,coordinate_plus_frozen_sequence_fm,0.8542226631705035,0.010812209909771478,0.8451529071952533,0.8632924191457537,15,5,0
HG02011,donor,strict,False,6087.0,0.6121899290159083,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.902813763045774,0.00966049680452674,0.8949774430369738,0.9107012294384923,15,5,0
HG02011,haplotype_1,1hop,False,3750.6,0.6126247130617801,auprc,coordinate_plus_frozen_sequence_fm,0.9012617717915478,0.017596950205202057,0.8857221535400858,0.9152551408745223,15,5,0
HG02011,haplotype_1,1hop,False,3750.6,0.6126247130617801,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9446680816885284,0.011845579182783336,0.9345888148030794,0.953495035401068,15,5,0
HG02011,haplotype_1,1hop,False,3750.6,0.6126247130617801,auroc,coordinate_plus_frozen_sequence_fm,0.8625729392454576,0.016770425882659014,0.8474249451697721,0.8758886713093097,15,5,0
HG02011,haplotype_1,1hop,False,3750.6,0.6126247130617801,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9213437624695947,0.011200471226002758,0.91192731373921,0.9301850191179959,15,5,0
HG02011,haplotype_1,strict,False,3750.6,0.6126247130617801,auprc,coordinate_plus_frozen_sequence_fm,0.9012617717915478,0.017596950205202057,0.8857221535400858,0.9152551408745223,15,5,0
HG02011,haplotype_1,strict,False,3750.6,0.6126247130617801,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9391758720744853,0.012826487677910298,0.9282977978851503,0.9495427952534219,15,5,0
HG02011,haplotype_1,strict,False,3750.6,0.6126247130617801,auroc,coordinate_plus_frozen_sequence_fm,0.8625729392454576,0.016770425882659014,0.8474249451697721,0.8758886713093097,15,5,0
HG02011,haplotype_1,strict,False,3750.6,0.6126247130617801,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9118291587659909,0.012408008666373206,0.9014664225469893,0.9217966983814632,15,5,0
HG02011,haplotype_2,1hop,False,3820.6,0.6143737868732816,auprc,coordinate_plus_frozen_sequence_fm,0.9034881393122817,0.008418832985665849,0.8963312031943428,0.9106450754302208,15,5,0
HG02011,haplotype_2,1hop,False,3820.6,0.6143737868732816,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.947945245061328,0.005027658027980803,0.943857390898297,0.9519489094682927,15,5,0
HG02011,haplotype_2,1hop,False,3820.6,0.6143737868732816,auroc,coordinate_plus_frozen_sequence_fm,0.8671240407842469,0.005298729531621698,0.8627085952088062,0.8715394863596873,15,5,0
HG02011,haplotype_2,1hop,False,3820.6,0.6143737868732816,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9257981122378806,0.005428366624049149,0.9211361184861986,0.9299552744308149,15,5,0
HG02011,haplotype_2,strict,False,3820.6,0.6143737868732816,auprc,coordinate_plus_frozen_sequence_fm,0.9034881393122817,0.008418832985665849,0.8963312031943428,0.9106450754302208,15,5,0
HG02011,haplotype_2,strict,False,3820.6,0.6143737868732816,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9413338830194375,0.006962159568546171,0.9355810011458385,0.946932609225583,15,5,0
HG02011,haplotype_2,strict,False,3820.6,0.6143737868732816,auroc,coordinate_plus_frozen_sequence_fm,0.8671240407842469,0.005298729531621698,0.8627085952088062,0.8715394863596873,15,5,0
HG02011,haplotype_2,strict,False,3820.6,0.6143737868732816,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.914375280064267,0.005913899240814169,0.9090391029237914,0.9185844180270566,15,5,0
HG02018,donor,1hop,False,5255.6,0.6205784140708333,auprc,coordinate_plus_frozen_sequence_fm,0.9063163237883851,0.010949398434249885,0.8972402697001368,0.915392377876634,15,5,0
HG02018,donor,1hop,False,5255.6,0.6205784140708333,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9474997369987153,0.006908628164315915,0.9418603309993522,0.9528412486347494,15,5,0
HG02018,donor,1hop,False,5255.6,0.6205784140708333,auroc,coordinate_plus_frozen_sequence_fm,0.8605437719290628,0.009122259149168649,0.8527775499428082,0.8683099939153179,15,5,0
HG02018,donor,1hop,False,5255.6,0.6205784140708333,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9201758209547284,0.0069986634799032365,0.9143769962171403,0.925480350372849,15,5,0
HG02018,donor,strict,False,5255.6,0.6205784140708333,auprc,coordinate_plus_frozen_sequence_fm,0.9063163237883851,0.010949398434249885,0.8972402697001368,0.915392377876634,15,5,0
HG02018,donor,strict,False,5255.6,0.6205784140708333,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.940440392434145,0.0074421227268983755,0.9342911494353117,0.9465340378799741,15,5,0
HG02018,donor,strict,False,5255.6,0.6205784140708333,auroc,coordinate_plus_frozen_sequence_fm,0.8605437719290628,0.009122259149168649,0.8527775499428082,0.8683099939153179,15,5,0
HG02018,donor,strict,False,5255.6,0.6205784140708333,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.908085659697664,0.00818755632199994,0.9011821698765713,0.9147174597647634,15,5,0
HG02018,haplotype_1,1hop,False,3544.0,0.6224796769256573,auprc,coordinate_plus_frozen_sequence_fm,0.9147102834615028,0.007668982244079902,0.907818194065459,0.9207574027088561,15,5,0
HG02018,haplotype_1,1hop,False,3544.0,0.6224796769256573,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.95403170879755,0.00448331480459499,0.9501197166188879,0.9574437258685916,15,5,0
HG02018,haplotype_1,1hop,False,3544.0,0.6224796769256573,auroc,coordinate_plus_frozen_sequence_fm,0.8732933720395135,0.005746804097245294,0.8682577655515179,0.8777260378900364,15,5,0
HG02018,haplotype_1,1hop,False,3544.0,0.6224796769256573,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9296116592199469,0.005467432309210669,0.924921990149207,0.933832869238442,15,5,0
HG02018,haplotype_1,strict,False,3544.0,0.6224796769256573,auprc,coordinate_plus_frozen_sequence_fm,0.9147102834615028,0.007668982244079902,0.907818194065459,0.9207574027088561,15,5,0
HG02018,haplotype_1,strict,False,3544.0,0.6224796769256573,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9474598006781405,0.0056204235903978255,0.9427817128358988,0.9519970233112345,15,5,0
HG02018,haplotype_1,strict,False,3544.0,0.6224796769256573,auroc,coordinate_plus_frozen_sequence_fm,0.8732933720395135,0.005746804097245294,0.8682577655515179,0.8777260378900364,15,5,0
