sample,unit,context,in_hprc,mean_n,mean_prevalence,metric,feature_set,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
HG00171,haplotype_2,1hop,False,3436.4,0.6245191493558467,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9312773678264147,0.006554043278677884,0.9251176060968794,0.9353110919340465,15,5,0
HG00171,haplotype_2,strict,False,3436.4,0.6245191493558467,auprc,coordinate_plus_frozen_sequence_fm,0.9163379468323464,0.008890988620228617,0.9085838186488967,0.9231577548364577,15,5,0
HG00171,haplotype_2,strict,False,3436.4,0.6245191493558467,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9502865557559425,0.0060464899315054955,0.9450296378914425,0.9548718029069071,15,5,0
HG00171,haplotype_2,strict,False,3436.4,0.6245191493558467,auroc,coordinate_plus_frozen_sequence_fm,0.8725910460614091,0.008545380206206217,0.8642389536605092,0.8778675428529453,15,5,0
HG00171,haplotype_2,strict,False,3436.4,0.6245191493558467,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9207520960138101,0.007531241485771679,0.9139597990502637,0.9261601369514483,15,5,0
HG00268,donor,1hop,False,5111.0,0.6230242789407429,auprc,coordinate_plus_frozen_sequence_fm,0.9081255843029357,0.013603672423076259,0.8971912760010791,0.919059892604792,15,5,0
HG00268,donor,1hop,False,5111.0,0.6230242789407429,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9481976014861596,0.008082342267611209,0.941343694237652,0.9542461865334101,15,5,0
HG00268,donor,1hop,False,5111.0,0.6230242789407429,auroc,coordinate_plus_frozen_sequence_fm,0.8620647629196416,0.010093868447432378,0.8539109065195106,0.8702186193197723,15,5,0
HG00268,donor,1hop,False,5111.0,0.6230242789407429,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.921646111547485,0.00751957036020395,0.915567521167539,0.9275948122364126,15,5,0
HG00268,donor,strict,False,5111.0,0.6230242789407429,auprc,coordinate_plus_frozen_sequence_fm,0.9081255843029357,0.013603672423076259,0.8971912760010791,0.919059892604792,15,5,0
HG00268,donor,strict,False,5111.0,0.6230242789407429,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9430526152268806,0.00931974969935888,0.9351222578912851,0.9502128504227718,15,5,0
HG00268,donor,strict,False,5111.0,0.6230242789407429,auroc,coordinate_plus_frozen_sequence_fm,0.8620647629196416,0.010093868447432378,0.8539109065195106,0.8702186193197723,15,5,0
HG00268,donor,strict,False,5111.0,0.6230242789407429,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9113969679722257,0.008963238866820164,0.9040316444492814,0.9186981393814642,15,5,0
HG00268,haplotype_1,1hop,False,3373.4,0.6244716120453453,auprc,coordinate_plus_frozen_sequence_fm,0.9168273484324045,0.010158784217121191,0.9089486152685826,0.9250532572877718,15,5,0
HG00268,haplotype_1,1hop,False,3373.4,0.6244716120453453,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.95536548215333,0.0042141983216195745,0.9521291509047479,0.9590623674364298,15,5,0
HG00268,haplotype_1,1hop,False,3373.4,0.6244716120453453,auroc,coordinate_plus_frozen_sequence_fm,0.8743270631036852,0.008480715581383594,0.8676605012832669,0.8822937890739555,15,5,0
HG00268,haplotype_1,1hop,False,3373.4,0.6244716120453453,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9311693101953021,0.0041720618121365285,0.9276654417152057,0.9343917883044441,15,5,0
HG00268,haplotype_1,strict,False,3373.4,0.6244716120453453,auprc,coordinate_plus_frozen_sequence_fm,0.9168273484324045,0.010158784217121191,0.9089486152685826,0.9250532572877718,15,5,0
HG00268,haplotype_1,strict,False,3373.4,0.6244716120453453,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9512513033825546,0.005501189059344169,0.9469433971288602,0.9558785301048194,15,5,0
HG00268,haplotype_1,strict,False,3373.4,0.6244716120453453,auroc,coordinate_plus_frozen_sequence_fm,0.8743270631036852,0.008480715581383594,0.8676605012832669,0.8822937890739555,15,5,0
HG00268,haplotype_1,strict,False,3373.4,0.6244716120453453,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9225426131964544,0.005601690744031313,0.918123125912336,0.9272602789803479,15,5,0
HG00268,haplotype_2,1hop,False,3399.6,0.6252418596291862,auprc,coordinate_plus_frozen_sequence_fm,0.9135979926178279,0.015103680826833771,0.9014316120794109,0.9257342877347654,15,5,0
HG00268,haplotype_2,1hop,False,3399.6,0.6252418596291862,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9523651257781098,0.01036203560172233,0.9432041507721886,0.9594903930206414,15,5,0
HG00268,haplotype_2,1hop,False,3399.6,0.6252418596291862,auroc,coordinate_plus_frozen_sequence_fm,0.8709870081442594,0.011083312915150101,0.8615548605823247,0.8804191557061941,15,5,0
HG00268,haplotype_2,1hop,False,3399.6,0.6252418596291862,auroc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9275755608952643,0.009318318666259283,0.9197450014562787,0.9346585006705285,15,5,0
HG00268,haplotype_2,strict,False,3399.6,0.6252418596291862,auprc,coordinate_plus_frozen_sequence_fm,0.9135979926178279,0.015103680826833771,0.9014316120794109,0.9257342877347654,15,5,0
HG00268,haplotype_2,strict,False,3399.6,0.6252418596291862,auprc,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.9478370747974751,0.009963439532800041,0.9389531367103142,0.9553125743399417,15,5,0
