sample,unit,context,in_hprc,mean_n,mean_prevalence,metric,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
HG01505,haplotype_2,strict,False,3453.6,0.6286401762209698,auroc,0.04707717438258024,0.002763615327880223,0.04523665621487038,0.049122652599792836,15,5,0
HG01573,donor,1hop,False,5144.2,0.622213481280003,auprc,0.04058587167228391,0.007243216228373247,0.0345613019476699,0.04617921786946359,15,5,0
HG01573,donor,1hop,False,5144.2,0.622213481280003,auroc,0.05932873248931747,0.0038788444380225104,0.056281880012739385,0.061869171735324184,15,5,0
HG01573,donor,strict,False,5144.2,0.622213481280003,auprc,0.03495344516673049,0.0034837143168041404,0.03217770834779721,0.03774783210702724,15,5,0
HG01573,donor,strict,False,5144.2,0.622213481280003,auroc,0.048768605909504006,0.001915072200471408,0.04741897556939278,0.04997229888269825,15,5,0
HG01573,haplotype_1,1hop,False,3472.4,0.6225393079627803,auprc,0.04008979083255161,0.005670060636657577,0.03509010473686052,0.044531984054073506,15,5,0
HG01573,haplotype_1,1hop,False,3472.4,0.6225393079627803,auroc,0.05720751000270671,0.0024813257289714253,0.05530045187826608,0.05898535790122233,15,5,0
HG01573,haplotype_1,strict,False,3472.4,0.6225393079627803,auprc,0.034874569176391,0.0035243152349890713,0.03204041654304013,0.037543429710811885,15,5,0
HG01573,haplotype_1,strict,False,3472.4,0.6225393079627803,auroc,0.04774785214889807,0.0034475758343502235,0.04520367967115616,0.05048773200207476,15,5,0
HG01573,haplotype_2,1hop,False,3462.6,0.6231990293393536,auprc,0.04016924452561629,0.008139449801739975,0.034188918304177474,0.046588074685070605,15,5,0
HG01573,haplotype_2,1hop,False,3462.6,0.6231990293393536,auroc,0.05654387717309745,0.005610674261773597,0.05260682153382176,0.060861510628570786,15,5,0
HG01573,haplotype_2,strict,False,3462.6,0.6231990293393536,auprc,0.03470681213628577,0.005137263533001304,0.03076464430378426,0.03913664672620968,15,5,0
HG01573,haplotype_2,strict,False,3462.6,0.6231990293393536,auroc,0.04694464121698641,0.002455353923023597,0.04500247601084016,0.048708547879007566,15,5,0
HG01596,donor,1hop,False,5176.6,0.6241101222962417,auprc,0.04158046751505285,0.009043549900839016,0.035472626035598226,0.0490267001512163,15,5,0
HG01596,donor,1hop,False,5176.6,0.6241101222962417,auroc,0.05955428016667195,0.0074523265785555555,0.054762215433852,0.06580613872823204,15,5,0
HG01596,donor,strict,False,5176.6,0.6241101222962417,auprc,0.03579102873406892,0.005825114025511908,0.031533642550978395,0.040908627136761536,15,5,0
HG01596,donor,strict,False,5176.6,0.6241101222962417,auroc,0.04878730180090983,0.0040470087038363065,0.045693716039199236,0.05212101640328135,15,5,0
HG01596,haplotype_1,1hop,False,3405.2,0.6242214944871473,auprc,0.04448537186515023,0.008696019626222929,0.03893843787516076,0.05181978301306954,15,5,0
HG01596,haplotype_1,1hop,False,3405.2,0.6242214944871473,auroc,0.06096075139328025,0.007599513610534305,0.05675855451581567,0.06766722618906013,15,5,0
HG01596,haplotype_1,strict,False,3405.2,0.6242214944871473,auprc,0.0371952377840094,0.006981087706975682,0.032330957403820824,0.0436114310198687,15,5,0
HG01596,haplotype_1,strict,False,3405.2,0.6242214944871473,auroc,0.04947505854171805,0.006058995825955433,0.04504387912743375,0.054830476997925516,15,5,0
HG01596,haplotype_2,1hop,False,3502.2,0.6224749043369936,auprc,0.03856797097122191,0.008757254463400267,0.032263384825834324,0.04563785630825597,15,5,0
HG01596,haplotype_2,1hop,False,3502.2,0.6224749043369936,auroc,0.05584793377646776,0.006601471869243714,0.051361258227613615,0.061067975765954984,15,5,0
HG01596,haplotype_2,strict,False,3502.2,0.6224749043369936,auprc,0.034873712820638655,0.005476152226728584,0.030379324286478045,0.0393063919029182,15,5,0
HG01596,haplotype_2,strict,False,3502.2,0.6224749043369936,auroc,0.047298379073345935,0.0032962226548997205,0.04510477152587113,0.04994927929754636,15,5,0
HG01890,donor,1hop,False,6034.4,0.6094131134490598,auprc,0.04520474189921918,0.006414286406172613,0.04025892799495034,0.050244213107664484,15,5,0
HG01890,donor,1hop,False,6034.4,0.6094131134490598,auroc,0.059362871093686355,0.005334989847703248,0.055369466825310215,0.06356541976790657,15,5,0
HG01890,donor,strict,False,6034.4,0.6094131134490598,auprc,0.038223155866671125,0.004259368145968683,0.03475462361022064,0.04151683863217221,15,5,0
HG01890,donor,strict,False,6034.4,0.6094131134490598,auroc,0.04792574534738046,0.003960370501279957,0.04474064442766644,0.05102433750893394,15,5,0
HG01890,haplotype_1,1hop,False,3806.4,0.6082819650758867,auprc,0.044219600671748426,0.007432456271643306,0.038866220697483314,0.05013621071823968,15,5,0
HG01890,haplotype_1,1hop,False,3806.4,0.6082819650758867,auroc,0.05717451173876352,0.006503395911761282,0.052610190679218724,0.06251752074551245,15,5,0
HG01890,haplotype_1,strict,False,3806.4,0.6082819650758867,auprc,0.038623869852478024,0.005656956797624902,0.033982617911379555,0.04310658268916101,15,5,0
HG01890,haplotype_1,strict,False,3806.4,0.6082819650758867,auroc,0.047533090869888404,0.004527685117558641,0.0439924655821924,0.051402359057530204,15,5,0
HG01890,haplotype_2,1hop,False,3726.2,0.6142683971757563,auprc,0.04319921289336193,0.006913905986709947,0.037751774063604034,0.04890146472817711,15,5,0
HG01890,haplotype_2,1hop,False,3726.2,0.6142683971757563,auroc,0.05658052586995998,0.005606815467504744,0.05234932561924415,0.0612180489597747,15,5,0
HG01890,haplotype_2,strict,False,3726.2,0.6142683971757563,auprc,0.03645716904976957,0.004423981396093001,0.032864224653190444,0.04000199710935856,15,5,0
HG01890,haplotype_2,strict,False,3726.2,0.6142683971757563,auroc,0.04591303121360563,0.0037795022357540696,0.042897620917502585,0.04899688012800817,15,5,0
HG02011,donor,1hop,False,6087.0,0.6121899290159083,auprc,0.044867183521522504,0.005473658525199322,0.04074811858575612,0.04914492486433662,15,5,0
HG02011,donor,1hop,False,6087.0,0.6121899290159083,auroc,0.060357948593224804,0.0038080451034058047,0.057887215120716734,0.06348473999063195,15,5,0
HG02011,donor,strict,False,6087.0,0.6121899290159083,auprc,0.03791169178897586,0.0029613185185054553,0.03578361791417364,0.0402603744443598,15,5,0
HG02011,donor,strict,False,6087.0,0.6121899290159083,auroc,0.04859109987527037,0.0029607545147024216,0.04642171245404985,0.05086735147261777,15,5,0
HG02011,haplotype_1,1hop,False,3750.6,0.6126247130617801,auprc,0.04340630989698075,0.008087772216842579,0.03757118012120302,0.04972920457088401,15,5,0
HG02011,haplotype_1,1hop,False,3750.6,0.6126247130617801,auroc,0.058770823224136834,0.007411936276334637,0.05316119414092588,0.0647318514606748,15,5,0
HG02011,haplotype_1,strict,False,3750.6,0.6126247130617801,auprc,0.03791410028293744,0.0055163682707593574,0.03416418998111031,0.04295533327847759,15,5,0
HG02011,haplotype_1,strict,False,3750.6,0.6126247130617801,auroc,0.04925621952053316,0.005884623985846591,0.04438258453651899,0.05414843649681027,15,5,0
HG02011,haplotype_2,1hop,False,3820.6,0.6143737868732816,auprc,0.044457105749046426,0.0039555968489617494,0.041072248027572054,0.04763424500885936,15,5,0
HG02011,haplotype_2,1hop,False,3820.6,0.6143737868732816,auroc,0.05867407145363412,0.0023080211082884233,0.057068529804351634,0.06054502969012366,15,5,0
HG02011,haplotype_2,strict,False,3820.6,0.6143737868732816,auprc,0.03784574370715589,0.0029425236506772307,0.035510460242547615,0.040063776453739694,15,5,0
HG02011,haplotype_2,strict,False,3820.6,0.6143737868732816,auroc,0.047251239280020486,0.002715348384443786,0.045177184865942216,0.04934126466914322,15,5,0
HG02018,donor,1hop,False,5255.6,0.6205784140708333,auprc,0.0411834132103299,0.005688228224743196,0.03713358363189027,0.045863571787645545,15,5,0
HG02018,donor,1hop,False,5255.6,0.6205784140708333,auroc,0.0596320490256653,0.0042026120682514155,0.05700121757380015,0.06304784127357162,15,5,0
HG02018,donor,strict,False,5255.6,0.6205784140708333,auprc,0.03412406864575967,0.004020414082112099,0.03094762992983802,0.03745984414841266,15,5,0
HG02018,donor,strict,False,5255.6,0.6205784140708333,auroc,0.047541887768601,0.0022481282026275027,0.04602646775845249,0.04904506063768699,15,5,0
HG02018,haplotype_1,1hop,False,3544.0,0.6224796769256573,auprc,0.039321425336047176,0.00451100875404249,0.03570837629868574,0.04295326914931826,15,5,0
HG02018,haplotype_1,1hop,False,3544.0,0.6224796769256573,auroc,0.05631828718043356,0.0025082845964514537,0.05455891175565313,0.058206390533737766,15,5,0
HG02018,haplotype_1,strict,False,3544.0,0.6224796769256573,auprc,0.03274951721663752,0.0031471521330585237,0.030343168492235242,0.03526604092200762,15,5,0
HG02018,haplotype_1,strict,False,3544.0,0.6224796769256573,auroc,0.045428990276085844,0.00317400185035846,0.042929474619943626,0.04778506825194544,15,5,0
HG02018,haplotype_2,1hop,False,3501.2,0.6220192838373042,auprc,0.040157649418177406,0.006617224882261287,0.035985122547153366,0.0456515902542729,15,5,0
HG02018,haplotype_2,1hop,False,3501.2,0.6220192838373042,auroc,0.05796303191004566,0.004450340249097199,0.05548302517286744,0.061454521453755295,15,5,0
HG02018,haplotype_2,strict,False,3501.2,0.6220192838373042,auprc,0.03287872072633862,0.005788621659527414,0.02847948710315541,0.037994808740127575,15,5,0
HG02018,haplotype_2,strict,False,3501.2,0.6220192838373042,auroc,0.045387786116214926,0.0028694129525983275,0.043322675612743035,0.04757912840239259,15,5,0
HG02059,donor,1hop,False,5103.8,0.6196548561305656,auprc,0.04081136307582019,0.004949255264649416,0.03691756351571326,0.044852602203540516,15,5,0
HG02059,donor,1hop,False,5103.8,0.6196548561305656,auroc,0.058760177582889865,0.0028513249123483264,0.05651591752679913,0.060799472402763365,15,5,0
HG02059,donor,strict,False,5103.8,0.6196548561305656,auprc,0.03456528868872037,0.002839085449077896,0.032397765314478306,0.03690657031662938,15,5,0
HG02059,donor,strict,False,5103.8,0.6196548561305656,auroc,0.04709015534758793,0.0024216893121307916,0.04526384806701602,0.04881401645809517,15,5,0
HG02059,haplotype_1,1hop,False,3497.8,0.6187698857428887,auprc,0.04112853567874361,0.005505090980285691,0.03607070577763364,0.045174994830193424,15,5,0
HG02059,haplotype_1,1hop,False,3497.8,0.6187698857428887,auroc,0.057065128155645135,0.004727628168861269,0.05259859546978527,0.06008475160512275,15,5,0
HG02059,haplotype_1,strict,False,3497.8,0.6187698857428887,auprc,0.033809647524766076,0.0027988898850707543,0.031371029676919314,0.03577623517702567,15,5,0
HG02059,haplotype_1,strict,False,3497.8,0.6187698857428887,auroc,0.04619654038458123,0.0037532463385621753,0.04328308026841088,0.0492367892985505,15,5,0
HG02059,haplotype_2,1hop,False,3500.0,0.6231457088719716,auprc,0.03968979057682567,0.006170573998330449,0.0345305019134034,0.044576037535157285,15,5,0
HG02059,haplotype_2,1hop,False,3500.0,0.6231457088719716,auroc,0.05728024601944185,0.002488281470070923,0.05567573613570233,0.05902466381813338,15,5,0
HG02059,haplotype_2,strict,False,3500.0,0.6231457088719716,auprc,0.03516849825052821,0.004206697149955748,0.0317748458986607,0.03853450496997043,15,5,0
HG02059,haplotype_2,strict,False,3500.0,0.6231457088719716,auroc,0.04709542449599902,0.0019644018754842096,0.045743724831927776,0.048512146612873945,15,5,0
HG02106,donor,1hop,False,4965.6,0.6224282963931589,auprc,0.040621404119039604,0.006153093677476784,0.03596132974141496,0.045499455720753285,15,5,0
HG02106,donor,1hop,False,4965.6,0.6224282963931589,auroc,0.05999113002399874,0.004579778387940799,0.05638554746216157,0.06338088185966155,15,5,0
HG02106,donor,strict,False,4965.6,0.6224282963931589,auprc,0.035506251955963644,0.0037332498967090756,0.03251591268728541,0.03846053121210441,15,5,0
HG02106,donor,strict,False,4965.6,0.6224282963931589,auroc,0.049717079545962266,0.0021484689114983453,0.04803084658416191,0.05107200405991128,15,5,0
HG02106,haplotype_1,1hop,False,3485.6,0.6245244335012855,auprc,0.04049115794559611,0.008235047563730044,0.034635268541982116,0.04715686341600212,15,5,0
HG02106,haplotype_1,1hop,False,3485.6,0.6245244335012855,auroc,0.06003844975387989,0.007071830708886897,0.05449375149346048,0.06534545443844232,15,5,0
HG02106,haplotype_1,strict,False,3485.6,0.6245244335012855,auprc,0.036973266421102324,0.006554472870305869,0.03171410742518143,0.04247587829592421,15,5,0
HG02106,haplotype_1,strict,False,3485.6,0.6245244335012855,auroc,0.05167397253585523,0.004833041383346793,0.0477330195479726,0.055599056120114544,15,5,0
HG02106,haplotype_2,1hop,False,3426.8,0.6215179607463726,auprc,0.04055615066335892,0.00449366663218213,0.03712407901784874,0.04453369511633607,15,5,0
HG02106,haplotype_2,1hop,False,3426.8,0.6215179607463726,auroc,0.05730919170899969,0.00333495148946161,0.05471934095167222,0.059930887173002566,15,5,0
HG02106,haplotype_2,strict,False,3426.8,0.6215179607463726,auprc,0.03367603789233441,0.0035455009105100107,0.031001910952456496,0.036639878593261614,15,5,0
HG02106,haplotype_2,strict,False,3426.8,0.6215179607463726,auroc,0.0468597874920026,0.002120275490269745,0.04530953954142654,0.04835256176165747,15,5,0
HG02282,donor,1hop,False,6050.0,0.6106895560318867,auprc,0.04484151890375844,0.005487001635061959,0.04114670074471839,0.04847375098610622,15,5,0
HG02282,donor,1hop,False,6050.0,0.6106895560318867,auroc,0.0601192716828282,0.0036586165153524057,0.058325038335669016,0.06242678341243711,15,5,0
HG02282,donor,strict,False,6050.0,0.6106895560318867,auprc,0.039470822148536214,0.0041233226854754225,0.03584733218243676,0.04240043636789108,15,5,0
HG02282,donor,strict,False,6050.0,0.6106895560318867,auroc,0.04980176857800699,0.002274303681017873,0.04822576947201543,0.05129987409790935,15,5,0
HG02282,haplotype_1,1hop,False,3797.4,0.609931174416782,auprc,0.04417227347356686,0.006924548520215123,0.03934443625284819,0.04907492206106728,15,5,0
HG02282,haplotype_1,1hop,False,3797.4,0.609931174416782,auroc,0.05799819651157275,0.005265997840817195,0.05467239460594599,0.06173300334089349,15,5,0
HG02282,haplotype_1,strict,False,3797.4,0.609931174416782,auprc,0.038648286359289186,0.00548566372795727,0.03352454535310364,0.04282379816230324,15,5,0
HG02282,haplotype_1,strict,False,3797.4,0.609931174416782,auroc,0.048469747483178206,0.003272116770822199,0.04567021829646747,0.050725575069119636,15,5,0
HG02282,haplotype_2,1hop,False,3741.8,0.6127933328341697,auprc,0.04446059979628539,0.005662497117330982,0.04036489032090061,0.0482203930295333,15,5,0
HG02282,haplotype_2,1hop,False,3741.8,0.6127933328341697,auroc,0.05840368278812353,0.003934864492786055,0.056019215350210844,0.060772399901013685,15,5,0
HG02282,haplotype_2,strict,False,3741.8,0.6127933328341697,auprc,0.04047139484188869,0.004221428460404367,0.03695055174489774,0.04355952232028315,15,5,0
HG02282,haplotype_2,strict,False,3741.8,0.6127933328341697,auroc,0.04949262784614204,0.0025009100180464214,0.04782920880307885,0.0511699925482829,15,5,0
HG02492,donor,1hop,False,5260.0,0.6177103788784082,auprc,0.04421669728356748,0.006105835510338774,0.040123821747602234,0.04857551272183664,15,5,0
HG02492,donor,1hop,False,5260.0,0.6177103788784082,auroc,0.060989955631613225,0.004129874380165589,0.05859441121383472,0.06348060027616435,15,5,0
HG02492,donor,strict,False,5260.0,0.6177103788784082,auprc,0.03813222459960943,0.004952983031621871,0.03378809010347891,0.04190932377889847,15,5,0
HG02492,donor,strict,False,5260.0,0.6177103788784082,auroc,0.050518712851663136,0.003115211445048722,0.04861383569554162,0.053222785362076856,15,5,0
HG02492,haplotype_1,1hop,False,3370.0,0.6150966829835715,auprc,0.04386681912863691,0.008529433668046071,0.038268108383374924,0.050752105813264434,15,5,0
HG02492,haplotype_1,1hop,False,3370.0,0.6150966829835715,auroc,0.0597877171478451,0.005204377680635321,0.05727269878659798,0.06369943919975851,15,5,0
HG02492,haplotype_1,strict,False,3370.0,0.6150966829835715,auprc,0.038212797689013096,0.006510504026272819,0.032935721219132526,0.04347636951565603,15,5,0
HG02492,haplotype_1,strict,False,3370.0,0.6150966829835715,auroc,0.050369722790957555,0.003597860967007897,0.04771117391549195,0.05312699124781551,15,5,0
HG02492,haplotype_2,1hop,False,3446.2,0.6263071534117248,auprc,0.04157589484435816,0.005985901068106986,0.03696422941609901,0.0461053284265854,15,5,0
HG02492,haplotype_2,1hop,False,3446.2,0.6263071534117248,auroc,0.05895483458143728,0.0034000898877245248,0.056615008596388454,0.06107812934007737,15,5,0
HG02492,haplotype_2,strict,False,3446.2,0.6263071534117248,auprc,0.03561961418092156,0.004968364011099319,0.03131272494485356,0.039420261192698015,15,5,0
HG02492,haplotype_2,strict,False,3446.2,0.6263071534117248,auroc,0.04863883670362086,0.002611855309879087,0.04690861162151347,0.05072626147033907,15,5,0
HG02554,donor,1hop,False,6012.2,0.6119911851475628,auprc,0.044385026725359066,0.00568156664313103,0.040372963189826125,0.04865772126418456,15,5,0
HG02554,donor,1hop,False,6012.2,0.6119911851475628,auroc,0.06058192195576327,0.005474836473524479,0.05664781554595903,0.06477899533254282,15,5,0
HG02554,donor,strict,False,6012.2,0.6119911851475628,auprc,0.03829736602965502,0.004096044223743731,0.03468356169147039,0.04128542742575764,15,5,0
HG02554,donor,strict,False,6012.2,0.6119911851475628,auroc,0.04910661040230708,0.002852726951498546,0.046974946863700226,0.05123195169922098,15,5,0
HG02554,haplotype_1,1hop,False,3820.8,0.6101403432204855,auprc,0.04440064589898398,0.006120153905811276,0.03988832296496288,0.049075660934963905,15,5,0
HG02554,haplotype_1,1hop,False,3820.8,0.6101403432204855,auroc,0.05953923509023818,0.005641273703351571,0.05553850246711751,0.06383818487515037,15,5,0
HG02554,haplotype_1,strict,False,3820.8,0.6101403432204855,auprc,0.039834437681769516,0.004896158200755669,0.03550866523273553,0.04344555192223301,15,5,0
HG02554,haplotype_1,strict,False,3820.8,0.6101403432204855,auroc,0.04986127401431366,0.0032829744237871357,0.04727767340994617,0.0521909697306953,15,5,0
HG02554,haplotype_2,1hop,False,3680.0,0.6132205761552749,auprc,0.043077649346823135,0.00633960322070196,0.038468465205100597,0.04768727682475241,15,5,0
HG02554,haplotype_2,1hop,False,3680.0,0.6132205761552749,auroc,0.0579462758128505,0.005827705671978895,0.05395219319361357,0.06242297976430519,15,5,0
HG02554,haplotype_2,strict,False,3680.0,0.6132205761552749,auprc,0.03757357581431547,0.004882409106743019,0.03324431843166675,0.04108882762070108,15,5,0
HG02554,haplotype_2,strict,False,3680.0,0.6132205761552749,auroc,0.0476967860730997,0.003628480486023581,0.044897951528639735,0.05069842588646428,15,5,0
HG02587,donor,1hop,False,6082.4,0.6115078056065975,auprc,0.04327545989680155,0.004482920857098584,0.040152745982358316,0.046812448098886364,15,5,0
HG02587,donor,1hop,False,6082.4,0.6115078056065975,auroc,0.060120368646713225,0.004079292453139899,0.05687373967681975,0.06308120719429561,15,5,0
HG02587,donor,strict,False,6082.4,0.6115078056065975,auprc,0.03764786543960856,0.003339399173296778,0.03484560278476631,0.04003539643576401,15,5,0
HG02587,donor,strict,False,6082.4,0.6115078056065975,auroc,0.048328650858641936,0.0032388219892693173,0.045956691716873624,0.05080530105794316,15,5,0
HG02587,haplotype_1,1hop,False,3866.8,0.6097447624873279,auprc,0.04257288896575039,0.006623612106843218,0.037891449696463214,0.047735865039140464,15,5,0
HG02587,haplotype_1,1hop,False,3866.8,0.6097447624873279,auroc,0.05812149748735969,0.006184003941431278,0.05280908221865696,0.06187448078898152,15,5,0
HG02587,haplotype_1,strict,False,3866.8,0.6097447624873279,auprc,0.03818445415298913,0.004811942656102845,0.034181429875316575,0.041989946583034475,15,5,0
HG02587,haplotype_1,strict,False,3866.8,0.6097447624873279,auroc,0.047639917104446816,0.004202825145096935,0.04409351246636889,0.050590669093994595,15,5,0
HG02587,haplotype_2,1hop,False,3823.8,0.6126603807482439,auprc,0.04197955083052688,0.004242381633619682,0.03848912058607734,0.04532589763659961,15,5,0
HG02587,haplotype_2,1hop,False,3823.8,0.6126603807482439,auroc,0.05678968620077783,0.0022979112434852547,0.05500865825878854,0.05842011055293699,15,5,0
HG02587,haplotype_2,strict,False,3823.8,0.6126603807482439,auprc,0.03675489639785378,0.0034139591515943415,0.03365426573135178,0.03883300326922056,15,5,0
HG02587,haplotype_2,strict,False,3823.8,0.6126603807482439,auroc,0.0465567478255311,0.0019936387727764134,0.045188431434150085,0.047808465237045884,15,5,0
HG02666,donor,1hop,False,6062.8,0.6123376273379381,auprc,0.04453715097245795,0.005192616754259401,0.040366758614131235,0.04873576810600436,15,5,0
HG02666,donor,1hop,False,6062.8,0.6123376273379381,auroc,0.05920282951090878,0.006376927951403301,0.053633047415666886,0.06400389829905108,15,5,0
HG02666,donor,strict,False,6062.8,0.6123376273379381,auprc,0.03827240411106112,0.00348289818034674,0.03553449734744852,0.04099421384674121,15,5,0
HG02666,donor,strict,False,6062.8,0.6123376273379381,auroc,0.04872249709469081,0.005182147262923059,0.04409814465136587,0.05250880691808664,15,5,0
HG02666,haplotype_1,1hop,False,3862.2,0.6117624549435566,auprc,0.04305826340552242,0.005253370584467618,0.03883434422865669,0.047411411850512175,15,5,0
HG02666,haplotype_1,1hop,False,3862.2,0.6117624549435566,auroc,0.05619342199520485,0.006238874528327925,0.0508771737460154,0.06105888477352406,15,5,0
HG02666,haplotype_1,strict,False,3862.2,0.6117624549435566,auprc,0.03783084883129007,0.004522070865477862,0.03418778909531403,0.04151808066586313,15,5,0
HG02666,haplotype_1,strict,False,3862.2,0.6117624549435566,auroc,0.04654013517236584,0.005364414679923716,0.04200751201603886,0.050695455725835246,15,5,0
HG02666,haplotype_2,1hop,False,3749.8,0.6127489735415083,auprc,0.04376250805704567,0.0049939172155266135,0.039688616616087316,0.047789091886947854,15,5,0
HG02666,haplotype_2,1hop,False,3749.8,0.6127489735415083,auroc,0.057510206473725775,0.0055730030611823925,0.052708367282009484,0.06173757007012173,15,5,0
HG02666,haplotype_2,strict,False,3749.8,0.6127489735415083,auprc,0.038033330925489856,0.0029419822695376714,0.0359310672333883,0.04031215591903448,15,5,0
HG02666,haplotype_2,strict,False,3749.8,0.6127489735415083,auroc,0.04802055682220884,0.00373305345394275,0.04465056178818227,0.05025345150089298,15,5,0
HG02769,donor,1hop,False,6069.6,0.6108050032922595,auprc,0.04351592626960488,0.005295404881992386,0.03919192323149566,0.04775308570908896,15,5,0
HG02769,donor,1hop,False,6069.6,0.6108050032922595,auroc,0.05997995360102957,0.0029722632924286084,0.05783462787615838,0.062349004436071866,15,5,0
HG02769,donor,strict,False,6069.6,0.6108050032922595,auprc,0.037005777439845206,0.0024794720874412,0.03512035379521957,0.03896198993075814,15,5,0
HG02769,donor,strict,False,6069.6,0.6108050032922595,auroc,0.047215218654060614,0.001992024015752923,0.04580029146547051,0.04864386164447553,15,5,0
HG02769,haplotype_1,1hop,False,3823.8,0.6136843394276315,auprc,0.044198316303384846,0.006872906899740928,0.03827486753424986,0.04957665917671058,15,5,0
HG02769,haplotype_1,1hop,False,3823.8,0.6136843394276315,auroc,0.058445665068424434,0.004809227287381813,0.05415094986325466,0.06168366733113477,15,5,0
HG02769,haplotype_1,strict,False,3823.8,0.6136843394276315,auprc,0.038232907618763516,0.004285641483758939,0.034491087149813096,0.04138374568755074,15,5,0
HG02769,haplotype_1,strict,False,3823.8,0.6136843394276315,auroc,0.04746713526838917,0.0029802193354181504,0.04512344703768729,0.04961022764821465,15,5,0
HG02769,haplotype_2,1hop,False,3838.4,0.6073637031375819,auprc,0.042448314031707554,0.004353799926102168,0.0388678815564168,0.04591914720603761,15,5,0
HG02769,haplotype_2,1hop,False,3838.4,0.6073637031375819,auroc,0.05873947631340623,0.002751964306512782,0.05658753210940266,0.06089736701885815,15,5,0
HG02769,haplotype_2,strict,False,3838.4,0.6073637031375819,auprc,0.036440068065371985,0.0031276971584573033,0.03390154151956095,0.0388077144742695,15,5,0
HG02769,haplotype_2,strict,False,3838.4,0.6073637031375819,auroc,0.04666810357498789,0.0015182778616733858,0.045614069613966475,0.047693645520876966,15,5,0
HG02818,donor,1hop,True,6047.4,0.6120253244648074,auprc,0.04594094195215281,0.003367140465512105,0.04326233260824764,0.04839300493184879,15,5,0
HG02818,donor,1hop,True,6047.4,0.6120253244648074,auroc,0.06159832339673552,0.004144895759106832,0.0587166726220038,0.0651658489744041,15,5,0
HG02818,donor,strict,True,6047.4,0.6120253244648074,auprc,0.03884561370043484,0.0032292019688343874,0.0362366171009393,0.04126419366807626,15,5,0
HG02818,donor,strict,True,6047.4,0.6120253244648074,auroc,0.049640686078843116,0.003841772195950115,0.046789261357671794,0.05264689892478448,15,5,0
HG02818,haplotype_1,1hop,True,3796.6,0.6153259432389248,auprc,0.04280092988506978,0.005718097367715452,0.03864095524969451,0.0476972603370805,15,5,0
HG02818,haplotype_1,1hop,True,3796.6,0.6153259432389248,auroc,0.057861219456705616,0.0067532136245705915,0.052863998728070676,0.06389405952820595,15,5,0
HG02818,haplotype_1,strict,True,3796.6,0.6153259432389248,auprc,0.03757234855850534,0.006006642282450708,0.033193647289038834,0.042924899086771766,15,5,0
HG02818,haplotype_1,strict,True,3796.6,0.6153259432389248,auroc,0.048591339682925686,0.006824598152550835,0.042881579115469,0.054615865446728216,15,5,0
HG02818,haplotype_2,1hop,True,3799.0,0.6118166056536845,auprc,0.04533480961565346,0.0024709981318213675,0.04350453651713253,0.04707692854158999,15,5,0
HG02818,haplotype_2,1hop,True,3799.0,0.6118166056536845,auroc,0.059532942169667376,0.002226740853568029,0.05778580979784293,0.060989926506283945,15,5,0
HG02818,haplotype_2,strict,True,3799.0,0.6118166056536845,auprc,0.0382950532173418,0.002879074347183413,0.0361172271954932,0.040539880339936676,15,5,0
HG02818,haplotype_2,strict,True,3799.0,0.6118166056536845,auroc,0.047534630693697504,0.002287881161346027,0.046090487759836686,0.04909434968998043,15,5,0
HG02953,donor,1hop,False,6071.6,0.6104545749133109,auprc,0.045037531960905756,0.006187903014692807,0.041152707669178994,0.05037254831345617,15,5,0
HG02953,donor,1hop,False,6071.6,0.6104545749133109,auroc,0.06106135885670104,0.004608841863396497,0.05797603934428167,0.06477969688198768,15,5,0
HG02953,donor,strict,False,6071.6,0.6104545749133109,auprc,0.03836836076582316,0.005392938278212127,0.03451849774528004,0.043271377938076915,15,5,0
HG02953,donor,strict,False,6071.6,0.6104545749133109,auroc,0.049199740125630526,0.0035187683442217794,0.04626157088261527,0.05179612943026916,15,5,0
HG02953,haplotype_1,1hop,False,3736.8,0.6108033657824337,auprc,0.04465939127851223,0.007540165553681718,0.03969639102833231,0.05104288731012095,15,5,0
HG02953,haplotype_1,1hop,False,3736.8,0.6108033657824337,auroc,0.05876893596200736,0.007362088776029669,0.0528654291384054,0.06455705012024278,15,5,0
HG02953,haplotype_1,strict,False,3736.8,0.6108033657824337,auprc,0.04003303645621518,0.007790864293471186,0.034780108323695706,0.04734210553455202,15,5,0
HG02953,haplotype_1,strict,False,3736.8,0.6108033657824337,auroc,0.04924854545322269,0.006007116477688252,0.0441224693925242,0.05426728497012126,15,5,0
HG02953,haplotype_2,1hop,False,3850.2,0.6102825242181227,auprc,0.04284798416551255,0.004471385213456681,0.0391833299070624,0.04641802614774903,15,5,0
HG02953,haplotype_2,1hop,False,3850.2,0.6102825242181227,auroc,0.05802659583729275,0.003378350449633724,0.05534288379199463,0.060636733720534824,15,5,0
HG02953,haplotype_2,strict,False,3850.2,0.6102825242181227,auprc,0.035560187360666386,0.0038817111937877935,0.03240480563567397,0.03858144666804481,15,5,0
HG02953,haplotype_2,strict,False,3850.2,0.6102825242181227,auroc,0.046289222132726966,0.003380900354601896,0.04383882209635092,0.04908051621546019,15,5,0
HG03009,donor,1hop,False,5313.6,0.6192983531044154,auprc,0.04237874202622385,0.005865965760195984,0.03785956146001085,0.047029415476768276,15,5,0
