context,stratum,metric,n_test_mean,positive_prevalence_mean,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
strict,high,normalized_ap,18579.2,0.45543499886807426,coordinate_plus_frozen_sequence_fm,0.26287773148864974,0.03799532385663453,0.2301816524958859,0.2955738104814135,15,5,0
strict,high,normalized_ap,18579.2,0.45543499886807426,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.2739453596842676,0.039608799122339396,0.24048339426436147,0.3079202713072416,15,5,0
strict,low,auprc,12888.2,0.3965757253237082,Delta_T_given_C_S,-0.00039295492300088774,0.003808498285350291,-0.0030383052366951538,0.0020514889087340613,15,5,0
strict,low,auprc,12888.2,0.3965757253237082,coordinate_plus_frozen_sequence_fm,0.5328752624376523,0.04243779461935968,0.49622707307859754,0.5689139907368438,15,5,0
strict,low,auprc,12888.2,0.3965757253237082,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5324823075146512,0.042023070584363366,0.49726564351273783,0.5692157027992831,15,5,0
strict,low,auroc,12888.2,0.3965757253237082,Delta_T_given_C_S,-0.0006504364193937147,0.003324268566177595,-0.0030103912070678584,0.0018443637271957339,15,5,0
strict,low,auroc,12888.2,0.3965757253237082,coordinate_plus_frozen_sequence_fm,0.651051349581538,0.010979868073353292,0.6420089604241538,0.6600937387389219,15,5,0
strict,low,auroc,12888.2,0.3965757253237082,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.6504009131621443,0.011474358171327895,0.6412209708990645,0.6599606306425702,15,5,0
strict,low,normalized_ap,12888.2,0.3965757253237082,Delta_T_given_C_S,-0.0007125419242803836,0.006199861151404394,-0.005052629945250608,0.0032517109215709173,15,5,0
strict,low,normalized_ap,12888.2,0.3965757253237082,coordinate_plus_frozen_sequence_fm,0.226758016636694,0.03158325758187357,0.2001925640026764,0.2525730984610501,15,5,0
strict,low,normalized_ap,12888.2,0.3965757253237082,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.2260454747124136,0.031831432629047404,0.19945811961850368,0.25183789814502316,15,5,0
strict,medium,auprc,15233.4,0.4295747561310196,Delta_T_given_C_S,0.00012311995439552673,0.0050416490634855515,-0.003393325381502581,0.0031389768574340794,15,5,0
strict,medium,auprc,15233.4,0.4295747561310196,coordinate_plus_frozen_sequence_fm,0.5920468507356593,0.025418913634368337,0.5716336592457597,0.6131257656066055,15,5,0
strict,medium,auprc,15233.4,0.4295747561310196,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5921699706900548,0.023901161130651098,0.5720729224485654,0.6116561725047615,15,5,0
strict,medium,auroc,15233.4,0.4295747561310196,Delta_T_given_C_S,-0.00037330360029919817,0.0034671249639641596,-0.0029848716473612285,0.0024139502599750252,15,5,0
strict,medium,auroc,15233.4,0.4295747561310196,coordinate_plus_frozen_sequence_fm,0.6788593985703852,0.00845831664970215,0.6728585850410764,0.686890605270915,15,5,0
strict,medium,auroc,15233.4,0.4295747561310196,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.6784860949700859,0.008676088494473232,0.6725117916659781,0.6865187281353687,15,5,0
strict,medium,normalized_ap,15233.4,0.4295747561310196,Delta_T_given_C_S,0.00013433903815189275,0.008799936099919898,-0.006057832056773875,0.005437352871897344,15,5,0
strict,medium,normalized_ap,15233.4,0.4295747561310196,coordinate_plus_frozen_sequence_fm,0.2852271664244736,0.023266590004339702,0.26306459623146544,0.30263792876733486,15,5,0
strict,medium,normalized_ap,15233.4,0.4295747561310196,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.28536150546262556,0.02060387990932177,0.2660627672912856,0.2982663763001776,15,5,0
