context,feature_set,metric,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,coordinate,auprc,0.4295228833318375,0.02526099557904915,0.4078829484031729,0.44878612280149216,15,5,0
1hop,coordinate,auroc,0.49759964955864505,0.013292100702781374,0.48510234843819117,0.5070771112114981,15,5,0
1hop,coordinate,balanced_accuracy,0.5000681003953836,8.562981230660339e-05,0.5000005249325866,0.5001479146564465,15,5,0
1hop,coordinate,f1,0.6026759648532316,0.026519108838225128,0.578133164881309,0.6212931571956872,15,5,0
1hop,coordinate,precision,0.4319700492605783,0.026675173110705632,0.407363374663494,0.45073744965175255,15,5,0
1hop,coordinate,recall,0.998973551319681,0.0015916177950018305,0.997393477732256,0.999965254205284,15,5,0
1hop,coordinate,normalized_ap,-0.004634064123526601,0.024785047613791876,-0.02877892539782714,0.014287872669592876,15,5,0
1hop,coordinate_plus_frozen_pangenomefm,auprc,0.44869335224170714,0.039575610439177386,0.41195386595472966,0.47619461094663657,15,5,0
1hop,coordinate_plus_frozen_pangenomefm,auroc,0.5221201325910564,0.023482286029966604,0.5044379201884525,0.5422619526639133,15,5,0
1hop,coordinate_plus_frozen_pangenomefm,balanced_accuracy,0.5003301066375738,0.0010594531554856048,0.4997455438321474,0.5010468862470362,15,5,0
1hop,coordinate_plus_frozen_pangenomefm,f1,0.6022801129983991,0.027234050945511974,0.5767660142617628,0.6210871702275056,15,5,0
1hop,coordinate_plus_frozen_pangenomefm,precision,0.4320996101372739,0.026571634278407683,0.4075100018889932,0.45068546071618587,15,5,0
1hop,coordinate_plus_frozen_pangenomefm,recall,0.995712050266667,0.007210255430117812,0.9895531942101722,0.999654520557558,15,5,0
1hop,coordinate_plus_frozen_pangenomefm,normalized_ap,0.030030082621533224,0.038655901572301435,0.0005714927051228562,0.06256323354620753,15,5,0
1hop,coordinate_plus_frozen_sequence_fm,auprc,0.5842260246504714,0.02802462655703183,0.5570314111342519,0.6013230248048145,15,5,0
1hop,coordinate_plus_frozen_sequence_fm,auroc,0.6705850085504517,0.013982304432174322,0.660462786463974,0.6826911993237096,15,5,0
1hop,coordinate_plus_frozen_sequence_fm,balanced_accuracy,0.5893191874048279,0.018525539520302014,0.5748113407187604,0.6050644839921687,15,5,0
1hop,coordinate_plus_frozen_sequence_fm,f1,0.6261433955372819,0.024245135481978604,0.6026063710803624,0.6425364775174552,15,5,0
1hop,coordinate_plus_frozen_sequence_fm,precision,0.4912525642367184,0.011779541111027605,0.4835311006737579,0.5026974848530913,15,5,0
1hop,coordinate_plus_frozen_sequence_fm,recall,0.8659675656553992,0.06765422332271094,0.7991425116291203,0.909613259522515,15,5,0
1hop,coordinate_plus_frozen_sequence_fm,normalized_ap,0.26849960107288356,0.022385393674686,0.2506158667891815,0.2880622746479283,15,5,0
1hop,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,auprc,0.5858344721167476,0.03130810189880006,0.5556409046355733,0.6040408754622749,15,5,0
