context,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,Delta_T_given_C_S,0.0016084474662758862,0.004346763561438627,-0.0020431531655984653,0.0041627280357353445,15,5,0
1hop,Delta_S_given_C_T,0.13714111987504035,0.012219886170417011,0.12709168906914797,0.14695537769191178,15,5,0
strict,Delta_T_given_C_S,0.002763553328128328,0.00295561350969869,0.0005727398678750967,0.005121259376347747,15,5,0
strict,Delta_S_given_C_T,0.13726983028474066,0.010473841787491426,0.12980035719909278,0.14566211789497727,15,5,0
