context,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,Delta_T_given_C_S,0.003337787116994581,0.005509729675731866,0.0001195252335036452,0.00796217441601622,15,5,0
1hop,Delta_S_given_C_T,0.008215132699462663,0.0190288180530137,-0.0038674710709627113,0.02615846624281573,15,5,0
strict,Delta_T_given_C_S,0.0006926596180096787,0.0016750789819175273,-0.0005666927392716272,0.0019195895383077068,15,5,0
strict,Delta_S_given_C_T,0.0085244087031951,0.021216677607023043,-0.005499136111820591,0.02904267680768739,15,5,0
