context,stratum,metric,n_test_mean,positive_prevalence_mean,comparison,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs
1hop,high,auprc,307196.0,0.028381406226383916,Delta_T_given_C_S,0.0044542143305201865,0.007744666867708546,-0.0005628400861407419,0.010572240890058576,15,5,0
1hop,high,auprc,307196.0,0.028381406226383916,coordinate_plus_frozen_sequence_fm,0.05447049340293716,0.017500730838677005,0.041791004285827146,0.0700334977535685,15,5,0
1hop,high,auprc,307196.0,0.028381406226383916,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.05892470773345736,0.016600176442270735,0.04547073270115132,0.07281537754919169,15,5,0
1hop,high,auroc,307196.0,0.028381406226383916,Delta_T_given_C_S,0.01962680919759891,0.028131698082691954,0.002492747318413587,0.04144514038773715,15,5,0
1hop,high,auroc,307196.0,0.028381406226383916,coordinate_plus_frozen_sequence_fm,0.5709732862254434,0.03727574688608757,0.5362905930705214,0.5965275562827603,15,5,0
1hop,high,auroc,307196.0,0.028381406226383916,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5906000954230423,0.0492902902848853,0.5458733677700753,0.6217949070206265,15,5,0
1hop,high,normalized_ap,307196.0,0.028381406226383916,Delta_T_given_C_S,0.00460312216065959,0.008004557167356516,-0.0005763147354814761,0.010951365094068079,15,5,0
1hop,high,normalized_ap,307196.0,0.028381406226383916,coordinate_plus_frozen_sequence_fm,0.026800612158619213,0.0203191953926339,0.011411224080790055,0.045859690135562944,15,5,0
1hop,high,normalized_ap,307196.0,0.028381406226383916,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.0314037343192788,0.01847441726450055,0.01685546289269831,0.047261439659752005,15,5,0
1hop,low,auprc,133325.4,0.015872197863621415,Delta_T_given_C_S,0.0003812699010416787,0.0021164065070297345,-0.0007452331683672592,0.0015235034339817586,15,5,0
1hop,low,auprc,133325.4,0.015872197863621415,coordinate_plus_frozen_sequence_fm,0.032043448590102476,0.011014152510743657,0.022221333395896867,0.04116508798314646,15,5,0
1hop,low,auprc,133325.4,0.015872197863621415,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.03242471849114415,0.011148128768945437,0.023041669076381097,0.041550693995473474,15,5,0
1hop,low,auroc,133325.4,0.015872197863621415,Delta_T_given_C_S,0.001600156829724105,0.019197437088439618,-0.011368997332625872,0.016300132095149515,15,5,0
1hop,low,auroc,133325.4,0.015872197863621415,coordinate_plus_frozen_sequence_fm,0.5488650333393409,0.03509144773379825,0.514134481102744,0.5738769715159214,15,5,0
