context,stratum,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs,auprc_C_S,auprc_C_S_T,n_test_mean,positive_prevalence_mean
1hop,high,0.0044542143305201865,0.007744666867708546,-0.0005628400861407419,0.010572240890058576,15,5,0,0.05447049340293716,0.05892470773345736,307196.0,0.028381406226383916
1hop,low,0.0003812699010416787,0.0021164065070297345,-0.0007452331683672592,0.0015235034339817586,15,5,0,0.032043448590102476,0.03242471849114415,133325.4,0.015872197863621415
1hop,medium,0.0019135624472075953,0.00417753783996356,-0.0005472626095880114,0.00596191626137667,15,5,0,0.063855901803845,0.0657694642510526,193175.0,0.020482847659347055
1hop,unassigned,0.0,0.0,,,3,1,0,0.06976744186046512,0.06976744186046512,43.0,0.06976744186046512
strict,high,-0.00041838362883231763,0.0026708828052179547,-0.0022901244381892246,0.001693704785058801,15,5,0,0.05447049340293716,0.054052109774104844,307196.0,0.028381406226383916
strict,low,-0.0014431981728397997,0.002950589591402118,-0.003613160525911677,0.0004290825777441097,15,5,0,0.032043448590102476,0.030600250417262678,133325.4,0.015872197863621415
strict,medium,0.004638118190952545,0.013325855805171068,-0.0008168621949338362,0.015690045367995172,15,5,0,0.063855901803845,0.06849401999479755,193175.0,0.020482847659347055
strict,unassigned,0.0,0.0,,,3,1,0,0.06976744186046512,0.06976744186046512,43.0,0.06976744186046512
